individual,site,year,month,year.month,lfm.outliers.out,lfm.NAs.imputed,mpa,dw.flam.sample,ww.flam.sample,sample.wt,spp,start.temp,gww.gdw.saturated,gdw.gww.saturated,fd,fh,gd,gti,pfg,dry.norm.fd,dry.norm.fh,dry.norm.gd,dry.norm.gti,dry.norm.pfg,temp.max,ttfg,tti,temp.change,PC1,PC2,PC3,PC4,model,LFM,prop.ignite,bins10lfm,flam.index,precip.2mo
2019_December_CEME_4,St. Marys,2019,December,2019_December,74.32401727,74.32401727,8.01,0.306326120959333,0.227673879040667,0.534,CEME,269.9,1.479640844,0.478717201166181,7,13,148,41,100,22.851462937858,42.4384311703077,483.145216400426,133.84428292174,326.449470540828,276.9,16,57,7,-2.0623327451991824,-0.0974340251321778,-0.8760471605971717,-0.7619902222183296,EPI,74.32401727,100,"(70,80]",7.88598756558817,3.69
2019_December_CEME_5,St. Marys,2019,December,2019_December,107.6876144,107.6876144,4.74,0.321155405405405,0.345844594594595,0.667,CEME,256.1,1.624141315,0.61570996978852,7,9,153,10,136,21.7963013612169,28.0238160358503,476.404872609455,31.137573373167,423.470997875072,291.6,38,48,35.5,-1.7485214230867803,-2.2106137191875934,2.45897658992738,-0.8666400318637129,EPI,107.6876144,53,"(100,110]",7.8314938637649,3.69
2019_December_CEME_6,St. Marys,2019,December,2019_December,118.5678601,118.5678601,3.752,0.271793691909188,0.322206308090812,0.594,CEME,273.8,1.702711981,0.543586550435866,8,9,145,11,126,29.4340900401506,33.1133512951695,533.49288197773,40.4718738052071,463.586918132372,285.5,32,43,11.7,-1.1121435561942203,-1.8178932953137714,1.841597277231115,-1.0499704342183909,EPI,118.5678601,54,"(110,120]",8.18999995508938,3.69
2019_December_CEME_7,St. Marys,2019,December,2019_December,NA,96.2113963413446,2.85,0.124190761334474,0.441809238665526,0.566,CEME,276.1,1.326370757,0.220500595947557,9,11,132,17,106,72.4691587626309,88.5734162654378,1062.88099518525,136.886188773858,853.525647648764,285.1,11,28,9,0.5618588227440364,-0.9346388733171394,-0.6444459925416036,-1.0725515523979339,EPI,96.2113963413446,80,"(90,100]",10.1910816215666,3.69
2019_December_CEME_8,St. Marys,2019,December,2019_December,122.6254407,122.6254407,6.9,0.199026169590643,0.243973830409357,0.443,CEME,272.1,1.480726086,0.326428332776478,1,2,129,46,82,5.02446488347135,10.0489297669427,648.155969967805,231.125384639682,412.006120444651,281,7,53,8.89999999999998,-2.595197073017116,2.294892624988688,-1.4023026822804026,-0.03865476990790373,EPI,122.6254407,86,"(120,130]",6.28118041624914,3.69
2019_December_CEME_9,St. Marys,2019,December,2019_December,123.4106208,123.4106208,3.36,0.226488784733847,0.279511215266153,0.506,CEME,262.3,1.741025006,0.519501879699248,10,9,149,28,111,44.1522965993714,39.7370669394343,657.869219330634,123.62643047824,490.090492253023,289.7,16,44,27.4,-1.1862938371519351,-1.0321888810341553,-0.46764921849520247,-0.673132857047143,EPI,123.4106208,86,"(120,130]",8.11322254438095,3.69
2019_December_CEME_4,St. Marys,2019,December,2019_December,83.05626182,83.05626182,6.33,0.261675925925926,0.217324074074074,0.479,CEME,275.6,1.479640844,0.478717201166181,2,12,106,29,75,7.64304164750009,45.8582498850005,405.081207317505,110.824103888751,286.614061781253,278.5,15,44,2.89999999999998,-0.32323372354514984,1.442960125524408,-0.11316959534076962,-0.646802282963164,EPI,83.05626182,64,"(80,90]",8.59505855350578,3.69
2019_December_CEME_5,St. Marys,2019,December,2019_December,68.22791427,68.22791427,8.77,0.356674123788218,0.243325876211782,0.6,CEME,267.2,1.624141315,0.61570996978852,11,12,149,20,118,30.8404766882709,33.6441563872047,417.748275141125,56.0735939786744,330.834204474179,277.7,20,40,10.5,-0.5973459639700143,-1.7452982600391649,0.07509718665366721,-1.3208581304678697,EPI,68.22791427,100,"(60,70]",8.93899847161325,3.69
2019_December_CEME_6,St. Marys,2019,December,2019_December,75.76363879,75.76363879,7.59,0.32602473820003,0.24697526179997,0.573,CEME,275.8,1.702711981,0.543586550435866,7,19,135,19,109,21.470763349575,58.2777862345608,414.07900745609,58.2777862345608,334.330457871954,294.9,14,33,19.1,0.6784762028355372,-1.3431991842101456,-0.6474398195258124,-0.8840206029538633,EPI,75.76363879,100,"(70,80]",10.7625731674093,3.69
2019_December_CEME_9,St. Marys,2019,December,2019_December,112.8454819,112.8454819,4.61,0.251844994617869,0.284155005382131,0.536,CEME,275.5,1.741025006,0.519501879699248,13,4,150,26,111,51.6190525038039,15.8827853857858,595.604451966968,103.238105007608,440.747294455557,284.2,15,41,8.69999999999999,-1.2174717279217553,-1.1192639493797736,-0.38753446511491685,-0.8395751230905781,EPI,112.8454819,54,"(110,120]",7.40054083934214,3.69
2019_December_CEME_1,St. Marys,2019,December,2019_December,101.4208107,101.4208107,1.19,0.238307053941909,0.241692946058091,0.48,CEME,269.3,1.742857143,0.367606192933704,14,9.625,106,18,74,58.747736453545,40.3890688118122,444.804290291126,75.5328040117007,310.523749825881,292.1,17,35,22.8,1.0957059826124558,-0.32435875663606484,0.43555094413723433,-0.6973771401340908,EPI,101.4208107,53,"(100,110]",9.03550284958152,3.69
2019_December_CEME_2,St. Marys,2019,December,2019_December,114.5088018,114.5088018,0.56,0.211180145598941,0.241819854401059,0.453,CEME,271.8,1.497320472,0.314155942467827,6,9.625,131,24,101,28.411761830086,45.5772012690963,620.323466623545,113.647047320344,478.264657473115,267.4,26,50,-4.40000000000003,-1.4137452630102143,-0.14182398323466888,1.0211924954473064,-1.2031434675510793,EPI,114.5088018,54,"(110,120]",7.80338882463859,3.69
2019_December_CEME_4,St. Marys,2019,December,2019_December,71.96629977,71.96629977,6.98,0.323337547408344,0.232662452591656,0.556,CEME,264.3,1.479640844,0.478717201166181,14,11,125,21,90,43.2984047544573,34.0201751642164,386.592899593369,64.9476071316859,278.346887707225,281.7,12,33,17.4,0.7514975398244064,-0.8810920378497413,-0.5248480987203508,-1.1302743587504145,EPI,71.96629977,100,"(70,80]",9.5115312093742,3.69
2019_December_CEME_5,St. Marys,2019,December,2019_December,87.08450877,87.08450877,5.69,0.321798085748,0.280201914252,0.602,CEME,272.4,1.624141315,0.61570996978852,13,4,92,23,56,40.3980028960778,12.4301547372547,285.893558956858,71.4733897392146,174.022166321566,267.3,19,42,-5.09999999999997,0.3371466372731105,1.1356526333808334,0.9414636423089237,-1.0550126415785464,EPI,87.08450877,64,"(80,90]",7.32737826381875,3.69
2019_December_CEME_6,St. Marys,2019,December,2019_December,79.50880308,79.50880308,7.09,0.332596011208175,0.264403988791825,0.597,CEME,276.2,1.702711981,0.543586550435866,4,12,139,26,109,12.0266024402089,36.0798073206268,417.924434797261,78.1729158613582,327.724916495694,269.8,24,50,-6.39999999999998,-1.5898516346381124,-0.30048322657415033,0.554091503976092,-1.1618477122011643,EPI,79.50880308,100,"(70,80]",8.16169425669036,3.69
2019_December_CEME_7,St. Marys,2019,December,2019_December,91.05380452,91.05380452,6.2,0.292587735377437,0.266412264622563,0.559,CEME,252.5,1.326370757,0.220500595947557,4,7,120,19,97,13.671113024748,23.924447793309,410.13339074244,64.937786867553,331.524490850139,262.8,10,29,10.3,0.03503812566015338,0.563980210220172,-0.5024937816687529,-1.4252516029540039,EPI,91.05380452,80,"(90,100]",9.23676867057767,3.69
2019_December_CEME_8,St. Marys,2019,December,2019_December,63.36576989,63.36576989,8.78,0.345237561317449,0.218762438682551,0.564,CEME,272.2,1.480726086,0.326428332776478,8,17,106,15,83,23.1724496299634,49.2414554636723,307.034957597016,43.4483430561814,240.414164910871,303.2,11,26,31,1.9727999845087791,-0.3983328747147724,-0.4456968193348789,-0.5513996563452042,EPI,63.36576989,100,"(60,70]",11.5818382211557,3.69
