model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,LFM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
"2020_October_HP_ARPA_(40,50]_1.4",2020_October_ARPA_1.4,1.4,8,"2020_October_HP_ARPA_(40,50]",ARPA,HP,10,no lfm,36,43,0.5,43,10,271,261,1,240.8,275.5,241.5,NA,2.8179,0,2020_October,2020,October,7.5363,7.6928,0.1565,1,0,2,NA,41.581418092498794,"(40,50]",2020_October,0.61,Dry,1,NA,1,dry,"(40,45]","(40,50]","(40,60]",34.69999999999999,0.9796563019966722,0.41581418092498795,48.155271565495205,2.7605734933964223,0.05732650660357752,1.270564584,10.214003164556962,32.7267252811281,67.2732747188719,-0.046,25.985892163833853,3.652345,13.040768552663325,98.16800771588225,3.622435709073146,94.54557200680911,15.576473549014526,15.576473549014526,0.18112178545365729,41.581418092498794,-1.3900932920384843,-3.721856444559249,-0.8556458454364495,-1.2555227327459524,-1.9028979617487984,0.11410694996005155,-0.04173598182459033,-0.16749703988609052
"2020_October_HP_ARPA_(90,100]_1.5",2020_October_ARPA_1.5,1.5,5,"2020_October_HP_ARPA_(90,100]",ARPA,HP,2.108,0,31,48,0.5,48,33,129,96,1,245.3,337.2,239.9,NA,4.067,0,2020_October,2020,October,12.7318,13.1749,0.4431,1,12.2864,2,99.48361024,99.48361024,"(90,100]",2020_October,0.61,Dry,1,NA,0.30303030303030304,hydrated,"(95,100]","(90,100]","(80,100]",91.89999999999998,0.9663678661697622,0.9948361024000001,28.733468742947416,3.9302181117124233,0.13678188828757687,1.438068756,1.1822415707356981,69.17861877252273,30.821381227477275,-0.046,23.414388629474583,3.652345,7.8876029571023185,32.82260585374836,8.396480567237951,24.426125286510405,12.213062643255203,12.213062643255203,0.12721940253390837,99.48361024,-0.2414942760290964,-1.223280490301127,1.6833261858174335,0.8119170247845261,0.6220696472592061,0.016282299757879093,-0.20359134438891446,-0.051685287682071285
"2020_October_HP_ARPA_(140,150]_1.5",2020_October_ARPA_1.5,1.5,4,"2020_October_HP_ARPA_(140,150]",ARPA,HP,1.382,0,21,51,0.5,51,20,229,157,1,239.1,270.2,246.6,NA,3.4052,0,2020_October,2020,October,7.5942,8.1631,0.5689,1,7.1986,22,143.8068756,143.8068756,"(140,150]",2020_October,0.61,Dry,1,NA,0.1388888888888889,hydrated,"(140,145]","(140,150]","(140,160]",31.099999999999994,0.9303083387438595,1.438068756,13.348918966426437,3.1678859550905902,0.23731404490940955,1.438068756,1.1822415707356981,100,0,-0.046,20.552782937456275,3.652345,6.629026517275454,72.28795583124186,6.3133585878813845,49.55986491486887,16.099064399097532,16.099064399097532,0.15783396469703462,143.8068756,-0.47365793511105203,-3.225445408916702,-0.11620147722002663,-0.6842807648309948,0.7901111042300439,-0.28619230463079876,0.07477535022148031,0.559712291918824
"2020_October_HP_ARPA_(110,120]_1.5",2020_October_ARPA_1.5,1.5,2,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.998,0,35,83,0.5,83,14,172,158,1,224.5,247.6,221.5,NA,3.3096,0,2020_October,2020,October,7.5855,8.0201,0.4346,1,7.2231,2,119.9227373,119.9227373,"(110,120]",2020_October,0.61,Dry,1,NA,0.7142857142857143,hydrated,"(115,120]","(110,120]","(100,120]",23.099999999999994,0.9458111494869141,1.199227373,17.45398067188219,3.130256580341891,0.17934341965810896,1.438068756,1.1822415707356981,83.39151852069025,16.608481479309745,-0.046,17.32987996289332,3.652345,11.181192053009676,54.94757237479041,4.472476821203871,50.47509555358654,26.515398297137235,26.515398297137235,0.15973131504299537,119.9227373,-0.8252211027529013,-1.1396730620238364,-0.7161054382118447,-1.5389724023305889,-0.017944426113644607,0.42604261826744266,0.35877836350582704,-0.15079720760441473
"2020_October_HP_ARPA_(120,130]_1.5",2020_October_ARPA_1.5,1.5,1,"2020_October_HP_ARPA_(120,130]",ARPA,HP,0.084,0,40,71,0.5,71,35,199,164,1,269.6,324.8,294.3,NA,4.0787,0,2020_October,2020,October,7.4987,7.8318,0.3331,1,7.2324,1,125.0844912,125.0844912,"(120,130]",2020_October,0.61,Dry,1,NA,0.2857142857142857,hydrated,"(125,130]","(120,130]","(120,140]",55.19999999999999,0.9574682703848413,1.250844912,22.51185830081057,3.9052258344186526,0.17347416558134787,1.438068756,1.1822415707356981,86.98088368731655,13.019116312683451,-0.046,19.664938770991036,3.652345,10.242685492721206,50.957360326288004,8.962349806131055,41.995010520156946,18.18076674958014,18.18076674958014,0.12803356865901508,125.0844912,-2.1182184141616904,-1.4130625701137864,1.1557520917279116,0.18717132375540096,-0.22463088289598448,0.9764366827747029,-0.03584310431612019,-0.13984376846360475
"2020_October_HP_ARPA_(100,110]_1.5",2020_October_ARPA_1.5,1.5,3,"2020_October_HP_ARPA_(100,110]",ARPA,HP,3.128,0,40,51,0.5,50,20,195,175,1,266.9,280.6,262.7,NA,4.2343,0,2020_October,2020,October,7.6145,7.9789,0.3644,1,7.2572,10,101.98712570000001,101.98712570000001,"(100,110]",2020_October,0.61,Dry,1,NA,0.5,hydrated,"(100,105]","(100,110]","(100,120]",13.700000000000045,0.9543295441727555,1.0198712570000001,20.895993413830954,4.040917588890699,0.193382411109301,1.438068756,1.1822415707356981,70.91950595163338,29.080494048366617,-0.046,24.33650022555657,3.652345,9.898741837737077,48.25636645896825,4.949370918868539,43.30699554009971,12.620895843114774,12.373427297171347,0.12373427297171347,101.98712570000001,-0.7655255921016422,-1.9403225919614997,0.1437715140327587,-0.5173284669165242,-1.1050439478901997,0.733584377983979,-0.04665388310631636,-0.11709613358659127
"2020_October_HP_ARPA_(70,80]_1.5",2020_October_ARPA_1.5,1.5,7,"2020_October_HP_ARPA_(70,80]",ARPA,HP,5.2,missing dry wt,14,90,0.5,90,12,222,210,1,222.3,233.9,229.7,NA,4.3114,0,2020_October,2020,October,10.11585,8.5565,8.5565,1,7.2089,3,NA,78.99033605692841,"(70,80]",2020_October,0.61,Dry,1,NA,0.8333333333333334,moderate,"(75,80]","(70,80]","(60,80]",11.599999999999994,1.1822415707356981,0.7899033605692841,1.1822415707356981,5.0971163080698885,0.12037739596605501,1.438068756,1.1822415707356981,54.92806635799575,45.07193364200425,-0.046,13.393505202820636,3.652345,2.7466510775582718,43.55403851556689,2.3542723521928046,41.19976616337408,17.657042641446033,17.657042641446033,0.09809468134136685,78.99033605692841,-1.2487808543908014,-3.1942502189789694,-1.4032954318963982,-2.2422024573910306,1.7263781580727637,-0.7623555822719925,0.4878844527326912,-0.17324637952711822
"2020_October_HP_ARPA_(90,100]_1.6",2020_October_ARPA_1.6,1.6,6,"2020_October_HP_ARPA_(90,100]",ARPA,HP,3.801,0,35,125,0.5,50,7,84,77,1,200.4,198.7,249.7,NA,2.6618,0,2020_October,2020,October,12.674,13.1029,0.4289,1,12.2076,4,91.95969125,91.95969125,"(90,100]",2020_October,0.61,Dry,1,NA,1.4285714285714286,hydrated,"(90,95]","(90,100]","(80,100]",-1.700000000000017,0.967266788268246,0.9195969125000001,29.550011657729073,2.574670737012417,0.08712926298758283,1.238374096,20.663699582753825,74.25840991589993,25.741590084100068,-0.046,23.537828074045326,3.652345,13.59397125886983,32.62553102128759,2.718794251773966,29.906736769513625,48.54989735310654,19.419958941242612,0.19419958941242613,91.95969125,1.1837449913764508,0.3025300831335404,-0.7662316076290855,-2.4433879263561025,0.5483104365696682,0.58122746448928,-1.0344529903864266,0.0744155396791147
"2020_October_HP_ARPA_(100,110]_1.6",2020_October_ARPA_1.6,1.6,2,"2020_October_HP_ARPA_(100,110]",ARPA,HP,0.781,0,32,85,0.5,85,20,96,96,1,240.4,262.5,250.7,NA,2.747,0,2020_October,2020,October,7.5346,7.8846,0.35,1,7.2058,2,106.4476886,106.4476886,"(100,110]",2020_October,0.61,Dry,1,NA,0.47619047619047616,hydrated,"(105,110]","(100,110]","(100,120]",22.099999999999994,0.955609669482282,1.064476886,21.527428571428572,2.6250597620678287,0.12194023793217124,1.238374096,20.663699582753825,85.957618900323,14.042381099677002,-0.046,16.7116868086696,3.652345,12.1901986622936,36.5705959868808,7.6188741639335,36.5705959868808,32.38021519671737,32.38021519671737,0.1904718540983375,106.4476886,-0.04305596483996915,-0.07665830201686438,0.07991210566491441,-0.9477682853772208,1.0234166114662,0.2389348027910002,0.32405060470295954,-0.35499537691057825
"2020_October_HP_ARPA_(120,130]_1.6",2020_October_ARPA_1.6,1.6,5,"2020_October_HP_ARPA_(120,130]",ARPA,HP,2.137,missing flam weight,36,81,0.5,81,29,150,121,1,235.6,256.7,238,NA,4.0751,0,2020_October,2020,October,7.4286,7.7881,0.3595,1,7.1383,4,123.8374096,123.8374096,"(120,130]",2020_October,0.61,Dry,1,NA,0.3448275862068966,hydrated,"(120,125]","(120,130]","(120,140]",21.099999999999994,0.9538398325650672,1.238374096,20.663699582753825,3.886992701685905,0.18810729831409478,1.238374096,20.663699582753825,100,0,-0.046,17.705487815076044,3.652345,9.26165875855278,38.59024482730325,7.460780666611963,31.129464160691292,20.838732206743757,20.838732206743757,0.12863414942434417,123.8374096,-0.879976534305775,-0.7352527232051043,0.40473246145722164,-0.6286987753686059,0.722273368488811,1.2055686490006794,0.2593145700025879,-0.11602473802788331
"2020_October_HP_ARPA_(90,100]_1.6",2020_October_ARPA_1.6,1.6,4,"2020_October_HP_ARPA_(90,100]",ARPA,HP,3.484,0,40,44,0.5,44,11,194,183,1,254.4,377,243.9,NA,2.4975,0,2020_October,2020,October,7.4999,7.848,0.3481,1,7.1334,3,94.97953615,94.97953615,"(90,100]",2020_October,0.61,Dry,1,NA,0.9090909090909091,hydrated,"(90,95]","(90,100]","(80,100]",122.6,0.9556447502548421,0.9497953615,21.54524561907498,2.386722763761468,0.11077723623853197,1.238374096,20.663699582753825,76.6969661726516,23.3030338273484,-0.046,26.309068526220145,3.652345,16.75938261759406,81.28300569533118,4.608830219838366,76.67417547549282,18.435320879353466,18.435320879353466,0.20949228271992573,94.97953615,-1.0925587380570692,-1.7651244029261992,0.4058691977376785,-0.037798375277495855,-2.091425941345871,-1.1221261709929913,-0.2748274814491204,-0.13281172524989682
"2020_October_HP_ARPA_(100,110]_1.6",2020_October_ARPA_1.6,1.6,3,"2020_October_HP_ARPA_(100,110]",ARPA,HP,1.542,0,32,66,0.5,66,10,223,213,1,281.3,310.8,285.3,NA,2.7888,0,2020_October,2020,October,7.4866,7.7405,0.2539,1,7.2502,4,107.4027073,107.4027073,"(100,110]",2020_October,0.61,Dry,1,NA,1,hydrated,"(105,110]","(100,110]","(100,120]",29.5,0.9671985013887991,1.074027073,29.486411973217802,2.697323180673083,0.09147681932691709,1.238374096,20.663699582753825,86.72880646237292,13.271193537627084,-0.046,19.437575352094246,3.652345,11.86361361118574,82.67455735295063,3.7073792534955436,78.96717809945508,24.46870307307059,24.46870307307059,0.18536896267477718,107.4027073,-1.4793964161812887,-2.4461099281036067,-0.5883913556667704,-1.1760548514533535,-0.8990565556895236,-0.7550015190962218,0.07721323529373525,-0.16979394312902457
"2020_October_HP_ARPA_(110,120]_1.6",2020_October_ARPA_1.6,1.6,1,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.186,0,35,28,12,40,29,293,252,1,281.8,359.7,277.5,NA,2.9491,0,2020_October,2020,October,7.4477,7.712,0.2643,1,7.2162,4,114.1684665,114.1684665,"(110,120]",2020_October,0.61,Dry,1,NA,0.3448275862068966,hydrated,"(110,115]","(110,120]","(100,120]",77.89999999999998,0.9657287344398341,1.1416846649999999,28.178963299281122,2.8480306107365148,0.1010693892634853,1.238374096,20.663699582753825,92.19222759000604,7.807772409993959,-0.046,26.959813901549023,3.652345,12.289193756575822,102.87810773362044,10.182474826877108,88.48219504734591,9.831355005260656,14.044792864658081,4.213437859397424,114.1684665,-2.585264354851288,-3.9674932947794725,0.24508887208363106,1.0629188710584558,-1.3844863213320364,0.09900543394737382,-0.4746515276235952,-0.13260288385827101
"2020_October_HP_ARPA_(110,120]_2.1",2020_October_ARPA_2.1,2.1,1,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.13,0,27,45,0.5,45,33,87,54,1,294.6,323,288.3,NA,3.1574,0,2020_October,2020,October,7.854,8.0085,0.1545,2,7.1822,16,NA,118.50350565685721,"(110,120]",2020_October,0.61,Dry,1,NA,0.30303030303030304,hydrated,"(115,120]","(110,120]","(100,120]",28.399999999999977,0.9807079977523881,1.185035056568572,50.834951456310684,3.09648743210339,0.060912567896609815,1.185035056568572,7.921781867614764,100,0,-0.046,23.542374328634942,3.652345,8.719557431453667,28.09635172357293,10.657236860665593,17.439114862907335,14.532595719089446,14.532595719089446,0.1614732857676605,118.50350565685721,0.69041583685392,-0.8318661020610209,1.8044843971208213,0.8984590783933669,1.3419361941236319,-0.11655975374018115,-0.17279782965146817,-0.01233274289206941
"2020_October_HP_ARPA_(80,90]_2.1",2020_October_ARPA_2.1,2.1,4,"2020_October_HP_ARPA_(80,90]",ARPA,HP,1.038,DW may be off-find another written down?,26,40,0.5,40,26,132,106,1,264.3,329,268.8,NA,4.3009,0,2020_October,2020,October,7.6699,8.0808,0.4109,2,7.1863,12,84.96691481,84.96691481,"(80,90]",2020_October,0.61,Dry,1,NA,0.38461538461538464,moderate,"(80,85]","(80,90]","(80,100]",64.69999999999999,0.9491510741510741,0.8496691481,18.666098807495743,4.082203854816355,0.2186961451836451,1.185035056568572,7.921781867614764,71.6999166725355,28.300083327464506,-0.046,25.056802021716333,3.652345,6.369108678716304,32.33547483040585,6.369108678716304,25.96636615168955,9.798628736486622,9.798628736486622,0.12248285920608278,84.96691481,0.2683964916847439,-1.7872996586822039,1.2329872233345949,0.5002187317730462,0.6321496798019853,-0.5826984475724113,-0.2073979454854939,-0.04398346135544414
"2020_October_HP_ARPA_(80,90]_2.1",2020_October_ARPA_2.1,2.1,3,"2020_October_HP_ARPA_(80,90]",ARPA,HP,5.948,0,16,31,0.5,31,29,144,115,1,261.7,284.4,261.6,NA,3.7074,0,2020_October,2020,October,7.6266,7.9877,0.3611,2,7.1785,17,80.58469092,80.58469092,"(80,90]",2020_October,0.61,Dry,1,NA,0.3448275862068966,moderate,"(80,85]","(80,90]","(80,100]",22.69999999999999,0.9547929942286265,0.8058469092,21.120465245084464,3.5397995468032097,0.16760045319679007,1.185035056568572,7.921781867614764,68.00194683973635,31.99805316026365,-0.046,26.132187701895063,3.652345,4.52002995888555,40.68026962996995,8.19255430048006,32.48771532948989,8.757558045340753,8.757558045340753,0.14125093621517343,80.58469092,0.7973699703540658,-2.975161362267951,1.041542749758202,0.2987446040313029,1.7018949432523567,-0.39272987514663293,-0.16500805064400695,-0.01803053210309952
"2020_October_HP_ARPA_(100,110]_2.1",2020_October_ARPA_2.1,2.1,2,"2020_October_HP_ARPA_(100,110]",ARPA,HP,1.954,0,30,53,0.5,53,22,186,164,1,275.2,259.4,245.8,NA,3.6214,0,2020_October,2020,October,7.5756,8.5319,0.9563,2,7.2158,2,NA,104.28811683037395,"(100,110]",2020_October,0.61,Dry,1,NA,0.45454545454545453,hydrated,"(100,105]","(100,110]","(100,120]",-15.800000000000011,0.8879147669335083,1.0428811683037396,7.921781867614764,3.215494536973007,0.40590546302699293,1.185035056568572,7.921781867614764,88.00424616327737,11.995753836722628,-0.046,21.86198354926445,3.652345,9.329824589980896,57.84491245788156,6.841871365985991,51.00304109189557,16.482690108966253,16.482690108966253,0.1554970764996816,104.28811683037395,-0.3895717869107909,-2.4002290063098517,0.06105265533389598,-0.6700208765319184,0.17467521215107584,0.48345901155412285,0.06175374382009515,-0.1008629806777289
"2020_October_HP_ARPA_(80,90]_2.1",2020_October_ARPA_2.1,2.1,5,"2020_October_HP_ARPA_(80,90]",ARPA,HP,2.556,0,26,48,0.5,48,16,256,240,1,233,266.1,247.1,NA,2.8463,0,2020_October,2020,October,12.3325,12.5355,0.203,2,12.093,4,84.75991649,84.75991649,"(80,90]",2020_October,0.61,Dry,1,NA,0.625,moderate,"(80,85]","(80,90]","(80,100]",33.10000000000002,0.9838059909856008,0.8475991649,60.75123152709359,2.8002069921423156,0.04609300785768422,1.185035056568572,7.921781867614764,71.52523971352687,28.474760286473128,-0.046,22.428340717687785,3.652345,9.285027882923947,91.42181300109733,5.713863312568583,85.70794968852874,17.14158993770575,17.14158993770575,0.17855822851776823,84.75991649,-1.1767069108391635,-3.9877477978998406,-0.5950486045079222,-1.1482769599710438,-0.38797108968888205,-0.07909885979675163,0.020620026941327196,-0.14508201161275003
"2020_October_HP_ARPA_(110,120]_2.2",2020_October_ARPA_2.2,2.2,2,"2020_October_HP_ARPA_(110,120]",ARPA,HP,1.212,0,31,45,0.5,45,50,104,54,1,236.8,252.2,241.4,NA,3.3193,0,2020_October,2020,October,7.4964,7.8702,0.3738,2,7.2772,45,NA,110.07091206570871,"(110,120]",2020_October,0.61,Dry,1,NA,0.2,hydrated,"(110,115]","(110,120]","(100,120]",15.399999999999977,0.9525043836243045,1.1007091206570871,20.0545746388443,3.161647800564154,0.15765219943584619,1.215851941,12.636829913964261,90.52986498930031,9.470135010699693,-0.046,24.35391720076681,3.652345,9.805013700282638,32.894239510625624,15.81453822626232,17.079701284363306,14.233084403636088,14.233084403636088,0.1581453822626232,110.07091206570871,0.47567159319403196,-1.141537617617293,2.2236045680739167,1.075956322155998,1.9861060381715918,2.148401708267617,-0.08564302240698357,0.0024552808197182236
"2020_October_HP_ARPA_(100,110]_2.2",2020_October_ARPA_2.2,2.2,1,"2020_October_HP_ARPA_(100,110]",ARPA,HP,0.098,0,26,55,0.5,55,20,157,94,1,309.1,293.2,281,NA,4.4889,0,2020_October,2020,October,7.53,7.9603,0.4303,2,7.1294,3,107.4138792,107.4138792,"(100,110]",2020_October,0.61,Dry,1,NA,0.15873015873015872,hydrated,"(105,110]","(100,110]","(100,120]",-15.900000000000034,0.9459442483323492,1.074138792,17.499419009993026,4.246249136339083,0.24265086366091726,1.215851941,12.636829913964261,88.34453898363273,11.65546101636727,-0.046,20.639526774668358,3.652345,6.123050995169818,36.97380793237159,4.710039227053706,22.137184367152418,12.95260787439769,12.95260787439769,0.11775098067634265,107.4138792,0.20307374906703557,-1.5500175593901662,0.4102019848797081,-0.24973776733925468,0.7780005311839592,-0.42328901780622125,0.05252412892210122,0.4764003511417917
"2020_October_HP_ARPA_(70,80]_2.2",2020_October_ARPA_2.2,2.2,5,"2020_October_HP_ARPA_(70,80]",ARPA,HP,4.78,0,33,88,0.5,88,18,184,166,1,237.4,353.7,275.6,NA,4.4172,0,2020_October,2020,October,12.7854,13.1765,0.3911,2,12.2902,6,78.97819063,78.97819063,"(70,80]",2020_October,0.61,Dry,1,NA,0.5555555555555556,moderate,"(75,80]","(70,80]","(60,80]",116.29999999999998,0.9703183698250673,0.7897819063,32.690871899769874,4.286090303191287,0.13110969680871332,1.215851941,12.636829913964261,64.95707903796487,35.042920962035126,-0.046,16.501185937330415,3.652345,7.699324481201258,42.929566804273684,4.1996315352006865,38.729935269072996,20.531531949870022,20.531531949870022,0.1166564315333524,78.97819063,-2.0332506988441446,-1.0419083018262059,0.2132876950455071,-0.6451850486233599,-0.10381018817947271,-0.9221740432548575,0.1217957759226489,-0.17300499678190354
"2020_October_HP_ARPA_(100,110]_2.3",2020_October_ARPA_2.3,2.3,1,"2020_October_HP_ARPA_(100,110]",ARPA,HP,0.124,0,33,54,0.5,54,39,123,84,1,252.7,374.1,256.2,NA,4.3691,0,2020_October,2020,October,7.5448,7.8921,0.3473,2,7.2049,2,102.1771109,102.1771109,"(100,110]",2020_October,0.61,Dry,1,NA,0.2564102564102564,hydrated,"(100,105]","(100,110]","(100,120]",121.40000000000003,0.9559939686521965,1.0217711090000001,21.724157788655344,4.176833248438312,0.1922667515616885,1.2382265590000001,0.7700605702243144,82.51891397202698,17.48108602797302,-0.046,22.130306330531166,3.652345,7.9007223983237695,29.44814712102496,9.337217379837181,20.110929741187775,12.928454833620714,12.928454833620714,0.11970791512611771,102.1771109,-0.7868569826190059,-0.7483387198348964,2.311941760782191,1.3320843562075257,0.7125176832620048,-0.0353462362625131,-0.27479628032139863,-0.05602352009484897
"2020_October_HP_ARPA_(70,80]_2.3",2020_October_ARPA_2.3,2.3,5,"2020_October_HP_ARPA_(70,80]",ARPA,HP,4.467,0,35,108,14,50,17,128,97,1,235.8,276.5,250.6,NA,3.0901,1,2020_October,2020,October,12.5468,12.8862,0.3394,2,12.1095,4,77.61262291,77.61262291,"(70,80]",2020_October,0.61,Dry,1,NA,0.5882352941176471,moderate,"(75,80]","(70,80]","(60,80]",40.69999999999999,0.9736617466747373,0.7761262291,36.9675898644667,3.0087121633996055,0.08138783660039461,1.2382265590000001,0.7700605702243144,62.68047018203232,37.31952981796768,-0.046,23.537828074045326,3.652345,11.632884137528391,42.5431191315324,5.650258009656647,32.2397074668644,35.895756767230466,16.618405910754845,4.653153655011357,77.61262291,-0.1306097918953432,-0.2252139633712315,-0.5037914849312675,-0.5516233818835553,0.4251726687683688,0.23702520287842993,-1.36634348660261,0.07778155984839855
"2020_October_HP_ARPA_(60,70]_2.3",2020_October_ARPA_2.3,2.3,8,"2020_October_HP_ARPA_(60,70]",ARPA,HP,7.407,missing dry wt,33,58,35,93,6,158,117,1,249.5,251.8,243.7,NA,3.2584,0,2020_October,2020,October,12.6245,13.1913,13.1913,2,12.2784,1,NA,61.790027317866716,"(60,70]",2020_October,0.61,Dry,1,NA,1.6666666666666667,moderate,"(60,65]","(60,70]","(60,80]",2.3000000000000114,0.9570322864312084,0.6179002731786671,0.9570322864312084,3.1183940021074497,0.1400059978925503,1.2382265590000001,0.7700605702243144,49.90203680315882,50.09796319684118,-0.046,15.979389859622234,3.652345,10.582370277039459,50.6671061749162,1.9240673230980836,37.51931280041263,18.599317456614806,29.823043508020294,11.223726051405487,61.790027317866716,-0.21710050303221634,-0.5473906349873885,-3.019726121121268,0.39439796685319756,0.2735985093783552,-0.10361492557234686,0.10550735631448806,-0.08331789375383596
"2020_October_HP_ARPA_(100,110]_2.3",2020_October_ARPA_2.3,2.3,2,"2020_October_HP_ARPA_(100,110]",ARPA,HP,1.262,0,16,54,0.5,54,38,188,150,1,245.5,250.7,231.7,NA,4.8488,0,2020_October,2020,October,7.829,8.4882,0.6592,2,7.2285,8,109.7751873,109.7751873,"(100,110]",2020_October,0.61,Dry,1,NA,0.2631578947368421,hydrated,"(105,110]","(100,110]","(100,120]",5.199999999999989,0.9223392474258381,1.097751873,11.876516990291261,4.4722385429184035,0.3765614570815963,1.2382265590000001,0.7700605702243144,88.65517097990143,11.344829020098572,-0.046,18.698729122522185,3.652345,3.5776266955472016,42.03711367267962,8.496863401924603,33.54025027075502,12.074490097471806,12.074490097471806,0.11180083423585005,109.7751873,-0.5038992685407147,-3.331029363767634,0.8591888352099838,-0.12927816850894847,2.3715417825230563,0.6487582087595258,0.05086187220734109,-0.0670030771366524
"2020_October_HP_ARPA_(40,50]_2.3",2020_October_ARPA_2.3,2.3,6,"2020_October_HP_ARPA_(40,50]",ARPA,HP,5.401,0,31,88,0.5,88,18,189,171,1,237.4,345,272.9,NA,4.4172,0,2020_October,2020,October,12.8732,13.1675,0.2943,2,12.2532,5,47.46774194,47.46774194,"(40,50]",2020_October,0.61,Dry,1,NA,0.5555555555555556,dry,"(45,50]","(40,50]","(40,60]",107.6,0.977649515853427,0.4746774194,43.741760108732585,4.3184734414277575,0.09872655857224277,1.2382265590000001,0.7700605702243144,38.33526392644595,61.66473607355405,-0.046,16.24717233105959,3.652345,7.178462579533868,43.765465404254876,4.168139562309988,39.59732584194489,20.377571193515497,20.377571193515497,0.11578165450861078,47.46774194,-2.006118537978576,-1.2808318506486769,0.10818284791202695,-0.7530287878995836,0.09133490040592271,-0.9203006781171558,0.1460308784393487,-0.17309773170362577
"2020_October_HP_ARPA_(120,130]_2.3",2020_October_ARPA_2.3,2.3,4,"2020_October_HP_ARPA_(120,130]",ARPA,HP,0.895,0,27,52,0.5,52,21,245,224,1,260.2,360.1,258.5,NA,5.2914,0,2020_October,2020,October,7.6448,8.2285,0.5837,2,7.1734,15,123.8226559,123.8226559,"(120,130]",2020_October,0.61,Dry,1,NA,0.47619047619047616,hydrated,"(120,125]","(120,130]","(120,140]",99.90000000000003,0.9290636203439265,1.2382265590000001,13.097138941236937,4.9160472406878535,0.37535275931214684,1.2382265590000001,0.7700605702243144,100,0,-0.046,21.554614669209034,3.652345,5.492217360430035,49.83678715945773,4.271724613667805,45.56506254578992,10.57760380527266,10.57760380527266,0.1017077288968525,123.8226559,-1.9838883916027,-3.356661579075593,0.45213445475837544,-0.16544760210412085,-0.5034018649111813,-1.0504848633327815,-0.19904191015580536,-0.15055719968385609
"2020_October_HP_ARPA_(100,110]_2.4",2020_October_ARPA_2.4,2.4,2,"2020_October_HP_ARPA_(100,110]",ARPA,HP,4.224,0,20,47,0.5,47,32,40,8,1,219.2,260.1,223.1,NA,4.2035,0,2020_October,2020,October,7.6118,8.0281,0.4163,2,7.1971,24,100.3858211,100.3858211,"(100,110]",2020_October,0.61,Dry,1,NA,0.3125,hydrated,"(100,105]","(100,110]","(100,120]",40.900000000000034,0.9481446419451676,1.003858211,18.28441028104732,3.985526002416512,0.217973997583488,1.094005896,16.041373603640878,91.75985382440754,8.240146175592457,-0.046,21.364825724809524,3.652345,5.0181582024238605,10.036316404847721,8.029053123878178,2.0072632809695445,11.792671775696073,11.792671775696073,0.12545395506059653,100.3858211,2.0181667808818693,-0.5611130798527,1.4493238869612297,0.45911322989896575,2.6486413747423287,0.15768731388800933,0.029686149269515877,0.03117653513651591
"2020_October_HP_ARPA_(100,110]_2.4",2020_October_ARPA_2.4,2.4,1,"2020_October_HP_ARPA_(100,110]",ARPA,HP,0.046,0,24,48,0.5,48,45,110,65,1,242.8,311.8,274.8,NA,3.495,0,2020_October,2020,October,7.5427,7.8767,0.334,2,7.2374,4,109.4005896,109.4005896,"(100,110]",2020_October,0.61,Dry,1,NA,0.2222222222222222,hydrated,"(105,110]","(100,110]","(100,120]",69,0.957596455368365,1.094005896,22.582934131736526,3.3467996115124357,0.14820038848756445,1.094005896,16.041373603640878,100,0,-0.046,22.00285337828582,3.652345,7.171029875061531,32.86722026069868,13.44568101574037,19.42153924495831,14.342059750123061,14.342059750123061,0.14939645573044855,109.4005896,0.09438301939290607,-1.4147329690671688,2.27434463974633,1.1939213789647467,2.1575958163597106,0.5885513409909083,-0.17320330821135216,-0.012577107238874783
