sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,surface temp start,taller temp start,surface temp max (within 5 secs of flame end),taller temp max,temp at ignition (lower),temp at ignition (taller),prop new flam,sample.wt,glow pre ignition?,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,notes (flam),prop new lfm,sample length
2.3,1,PIJE,HP,-0.75,136.3995981,,above 52,198,0,198,30,85,55,1,222.5,188.9,422.4,232,237.5,178.6,0,9.8894,0,2021,August,15.3735,19.7181,4.3446,2,12.1883,,0,14
1.1,2,PIJE,HP,-0.98,155.683879,,34,188,11,199,35,110,64,1,241,191.1,,,,,0,6.8545,1,2021,August,14.2638,17.526,3.2622,1,12.1684,thermocouple turned off,75,12.5
1.2,2,PIJE,HP,-0.53,147.8890677,,50,174,0,174,13,72,59,1,222.9,181,435.3,282.6,236.8,177.2,0,7.4515,0,2021,August,13.8985,16.2875,2.389,1,12.2831,,80,12
1.3,2,PIJE,HP,-0.52,155.3660925,,,,0,,0,0,0,0,270.1,206.2,,,,,0,6.1165,0,2021,August,13.9896,16.6866,2.697,1,12.2537,NOGORI,95,18
1.4,2,PIJE,HP,-0.55,109.6759919,,above 52,216,0,216,26,95,69,1,259.7,183.3,500.6,226.8,257.2,169.7,0,12.1013,0,2021,August,16.1703,20.6317,4.4614,1,12.1025,,0,14
1.5,2,PIJE,HP,-0.54,119.154655,,above 52,150,0,150,77,,,1,248.5,198,430.3,231.2,250.6,183.6,0,17.1183,0,2021,August,15.4095,19.4436,4.0341,1,12.0239,spread rate -- only half of sample burned,0,18.5
1.6,2,PIJE,HP,-0.26,119.185476,,47,94,0,94,81,128,47,1,232.5,174.1,271.8,295.3,229.2,175,0,8.2815,0,2021,August,15.6912,19.8205,4.1293,1,12.2266,,0,16.5
2.1,2,PIJE,HP,-0.53,138.365879,,46,225,0,225,39,78,39,1,271.1,201.8,512.5,234.2,285.1,202.4,0,13.4207,0,2021,August,15.9709,21.434,5.4631,2,12.0226,sample falls off of mesh mid-burn; for rate of spread metric only 3/4ths of sample burns,0,17
2.2,2,PIJE,HP,-1.92,117.5069536,,above 56,224,0,224,16,64,48,1,254.6,203,534.3,303.2,266.5,178.4,0,9.0946,0,2021,August,15.7174,20.0688,4.3514,2,12.0143,,0,13.5
2.3,2,PIJE,HP,-0.2,136.3973539,,above 52,196,0,196,78,230,152,2,244.3,199.4,321.2,217.7,271.9,194.9,0,13.7737,0,2021,August,15.7335,20.6614,4.9279,2,12.1206,second ignition at 15:45:09 to 15:46:01 w/ max temps of 276.1 and 197.1,0,16
1.1,3,PIJE,HP,-0.26,174.6503783,,49,210,0,210,20,87,67,1,221,188.3,388.7,231.8,260.5,206.8,0,7.2377,0,2021,August,15.2406,20.5732,5.3326,1,12.1873,,100,10
1.2,3,PIJE,HP,-1.04,110.628749,,above 56,381,0,381,21,97,76,1,240.9,194.6,485.5,284.8,273,211.6,0,11.9258,0,2021,August,14.2865,16.8501,2.5636,1,11.9692,,0,15
1.3,3,PIJE,HP,-1.1,99.64911341,,above 52,331,0,331,18,102,84,1,249.9,194.4,543.4,307.6,282.9,198.1,0,11.7806,0,2021,August,15.7026,19.4229,3.7203,1,11.9692,,0,15
1.4,3,PIJE,HP,-1.16,123.5783551,,above 56,358,0,358,14,103,89,1,232.9,181.1,521.3,251.8,276.6,199.8,0,9.0968,0,2021,August,15.485,19.614,4.129,1,12.1438,,75,13
1.5,3,PIJE,HP,-1.09,118.7914889,,,,0,,0,0,0,0,250.6,190.9,,,,,80,9.482,0,2021,August,15.5234,19.5319,4.0085,1,12.149,NOGORI,80,14.5
1.6,3,PIJE,HP,-0.58,148.5637079,,above 56,356,0,356,13,111,98,1,249,182.8,298.8,190.5,254.5,167.2,0,10.8901,0,2021,August,15.6527,20.7107,5.058,1,12.2481,,0,16
2.1,3,PIJE,HP,-1.57,140.304399,,,,0,,0,0,0,0,238.1,181.7,,,,,90,8.8637,0,2021,August,14.8092,18.5058,3.6966,2,12.1745,NOGORI,60,18
2.2,3,PIJE,HP,-0.63,128.7414121,,above 52,230,,,23,102,79,1,256.8,188.9,357.8,221.4,257,174.1,0,11.966,0,2021,August,15.5257,19.9293,4.4036,2,12.1052,,0,17
2.3,3,PIJE,HP,-1.29,141.2770123,,above 52,355,0,355,29,77,48,1,220.8,186.4,399.1,274.3,278.4,221.9,0,9.7448,0,2021,August,14.7742,18.5268,3.7526,2,12.118,,30,15
1.1,4,PIJE,HP,-2.48,125.8938622,,above 52,252,0,252,35,80,45,1,258.5,190.2,414.5,242.2,268.5,193.6,0,8.8497,0,2021,August,16.9665,23.1178,6.1513,1,12.0804,,50,13
1.2,4,PIJE,HP,-2.03,97.97739322,,above 52,287,0,287,36,109,73,1,259.6,192,499.4,279.8,280,199.9,0,12.1555,0,2021,August,17.1139,22.0113,4.8974,1,12.1154,,0,14.5
1.3,4,PIJE,HP,-1.93,98.34173896,,,,0,,0,0,0,0,255,188.5,,,,,100,15.2352,0,2021,August,17.0831,21.9579,4.8748,1,12.1261,NOGORI,0,11.5
1.4,4,PIJE,HP,-1.94,109.2426024,,,,0,,0,0,0,0,249.4,179.6,,,,,0,11.689,0,2021,August,18.3626,25.2368,6.8742,1,12.07,NOGORI,20,13
1.5,4,PIJE,HP,-1.55,115.5020174,,above 52,466,0,466,36,84,48,M,236.1,190.7,402.3,332.9,262.2,191.1,0,21.0702,0,2021,August,17.1865,23.1121,5.9256,1,12.0562,,0,16.5
1.6,4,PIJE,HP,-1.68,112.9842475,,above 52,261,0,261,22,94,72,1,267.7,205.9,436.4,245.6,281,209,0,13.5145,0,2021,August,16.147,20.5509,4.4039,1,12.2492,,0,16
2.1,4,PIJE,HP,-0.84,133.7993391,,above 52,314,0,314,47,58,11,1,262.1,201.5,410.3,232.5,272.8,199.5,0,18.313,0,2021,August,14.9612,18.6459,3.6847,2,12.2073,sample falls off of mesh; 2/3rds of sample burned,0,23
2.2,4,PIJE,HP,-1.32,118.0196699,,,,0,,0,0,0,0,266.6,197.2,,,,,0,15.901,0,2021,August,16.413,21.369,4.956,2,12.2137,NOGORI,0,17
2.3,4,PIJE,HP,-2.06,138.7500265,,above 52,240,0,240,26,64,38,1,260,193.7,431,413.8,290.2,192.7,50,12.0531,0,2021,August,16.8459,23.3795,6.5336,2,12.137,,50,15
1.1,5,PIJE,HP,-2.81,108.3905416,,above 52,221,,,27,96,69,1,285.8,220.6,337.1,257.1,286.1,223.1,0,7.2777,0,2021,August,15.9291,20.05,4.1209,1,12.1272,,0,10
1.2,5,PIJE,HP,-1.86,105.9611862,,above 56,219,0,219,55,121,66,1,278.6,222,606.5,425.3,291.8,213.2,0,22.6947,0,2021,August,17.8305,23.8474,6.0169,1,12.1521,,0,16
1.3,5,PIJE,HP,-2.53,126.8809009,,above 56,248,0,248,25,95,70,1,284.3,219,,,,,50,11.1414,0,2021,August,16.0998,21.2603,5.1605,1,12.0326,"thermocouple off during ignition, max temps",100,14
1.4,5,PIJE,HP,-2.44,116.1322829,,above 56,226,0,226,16,111,95,1,254.9,216.9,482.9,368.5,285,216.9,0,11.9145,0,2021,August,16.6044,21.6752,5.0708,1,12.238,,50,11.5
1.5,5,PIJE,HP,-2.2,115.091522,,,,0,,0,0,0,0,256.1,219.2,,,,,0,16.1972,0,2021,August,16.9023,22.2971,5.3948,1,12.2149,NOGORI,0,22
1.6,5,PIJE,HP,-2.48,114.577923,,above 56,203,0,203,35,83,48,1,256.6,210.7,325,274.7,262.8,219.4,0,11.1515,0,2021,August,15.5293,19.456,3.9267,1,12.1022,,0,21
2.1,5,PIJE,HP,-2.63,119.1308257,,above 56,215,0,215,20,80,60,1,254.5,217.4,402.9,316.8,269.8,228.2,50,7.3119,0,2021,August,15.4442,19.419,3.9748,2,12.1077,,50,15
2.2,5,PIJE,HP,-2.61,118.2294622,,above 56,200,0,200,25,101,76,1,270.6,217.8,282.2,248.3,256.1,213,0,6.8971,0,2021,August,15.022,18.5638,3.5418,2,12.0263,,50,14
2.3,5,PIJE,HP,-2.46,108.7322716,,above 56,183,0,183,26,81,55,1,252.7,214.5,466.8,266.4,264.1,196.1,0,8.5009,0,2021,August,16.3218,20.8144,4.4926,2,12.19,,0,16
1.1,6,PIJE,HP,-2.64,114.1330714,,above 52,323,0,323,20,121,101,1,244.8,196.7,471.5,305.1,263.1,203.9,20,9.2826,0,2021,August,17.1798,22.8731,5.6933,1,12.1915,,20,12
1.2,6,PIJE,HP,-2.37,98.68658201,,above 52,488,0,488,71,183,112,1,267.5,207.1,341.2,280.2,262.1,210.4,0,20.4076,0,2021,August,16.9479,21.7116,4.7637,1,12.1208,sample falls off of mesh during burn,0,18.5
1.3,6,PIJE,HP,-2.29,105.4851238,,,,0,,0,0,0,0,241.4,205.2,,,,,0,15.7656,0,2021,August,17.6482,23.406,5.7578,1,12.1898,NOGORI,50,16
1.4,6,PIJE,HP,-2.47,116.0609916,,above 52,354,0,354,33,87,54,1,252.1,198,474.1,306.9,274.2,215.5,50,10.0668,0,2021,August,17.3252,23.1633,5.8381,1,12.295,,50,12
1.5,6,PIJE,HP,-2.28,123.3862544,,above 56,464,0,464,30,104,74,1,256.9,201.1,410.3,293.3,250,191.9,50,20.556,0,2021,August,15.9477,20.6729,4.7252,1,12.1181,,50,17
1.6,6,PIJE,HP,-0.77,107.5903637,,above 56,327,0,327,44,118,74,1,234,185.4,519.8,315.6,279.5,193.8,0,15.5586,0,2021,August,17.5165,23.175,5.6585,1,12.2572,,0,17
2.1,6,PIJE,HP,-2.14,103.559241,,,,0,,0,0,0,0,257.8,207.3,,,,,30,6.9084,0,2021,August,15.3298,18.5769,3.2471,2,12.1943,NOGORI,30,12
2.2,6,PIJE,HP,-2.33,112.1657084,,above 52,176,0,176,19,76,57,1,236.9,183.8,348.4,283.5,248.3,199.3,0,10.7724,0,2021,August,17.1704,22.7696,5.5992,2,12.1785,,0,16
2.3,6,PIJE,HP,-2.56,111.496708,,above 52,328,0,328,26,123,97,1,258.5,214.5,379.4,307.2,260.4,214.9,0,12.0835,0,2021,August,16.1864,20.6233,4.4369,2,12.207,,0,15
1.1,7,PIJE,HP,-1.22,26.86965941,,above 56,298,0,298,12,86,74,1,248.4,212.8,458.2,334.6,260.2,219.6,40,6.9637,0,2021,August,16.3232,17.4395,1.1163,1,12.1687,,40,11
1.2,7,PIJE,HP,-2.66,106.5631632,,above  52,431,0,431,30,,,1,274.1,215.4,478.9,335.6,285.8,225.8,40,14.8808,0,2021,August,16.6741,21.4444,4.7703,1,12.1976,,0,14.5
1.3,7,PIJE,HP,-2.45,141.1749921,,,,0,,0,0,0,0,222,154.5,,,,,100,11.0458,0,2021,August,13.8399,16.0867,2.2468,1,12.2484,NOGORI,100,9.5
1.4,7,PIJE,HP,-3.14,101.6791416,,above 52,237,0,237,26,108,82,1,253.6,221.5,533.1,303.8,273.1,221.5,60,6.6985,0,2021,August,15.6737,19.2464,3.5727,1,12.16,,60,10
1.5,7,PIJE,HP,-2.98,92.51682839,,above 52,251,0,251,49,91,42,1,266.1,216.8,492,290.5,275.6,228,0,12.6347,0,2021,August,16.6833,20.9165,4.2332,1,12.1077,,0,15
1.6,7,PIJE,HP,-1.17,308.6066128,,,,0,,0,0,0,0,250.3,208.4,,,,,0,16.4496,0,2021,August,14.3516,21.1931,6.8415,1,12.1347,NOGORI,0,18
2.1,7,PIJE,HP,-3.08,105.8402373,,above 52,1712,0,1712,32,70,38,1,,,530.2,358.8,263.8,223.4,0,8.749,0,2021,August,14.9563,18.0607,3.1044,2,12.0232,sample not loaded prior to video start (but video started at 16:24:58 w/ temps of 248.7 and 212),40,16.5
2.2,7,PIJE,HP,-0.94,123.7492342,,above 52,234,0,234,25,67,42,1,258.7,214.5,521.3,386.8,266.1,220,0,10.674,0,2021,August,15.4425,19.6845,4.242,2,12.0146,,0,13.5
2.3,7,PIJE,HP,-2.76,128.476862,,above 56,1575,0,1575,31,149,118,1,,,258.2,170.7,213.8,138.2,0,12.082,0,2021,August,15.4097,19.5825,4.1728,2,12.1618,sample not loaded prior to video start (but video started at 11:22:20 w/ temps of 201.6 and 136.9),60,16
1.1,8,PIJE,HP,-1.81,168.0665237,,above 56,276,0,276,16,84,68,1,234.4,151.2,373.7,192.4,242.9,156.9,0,7.9469,0,2021,August,14.0139,17.2275,3.2136,1,12.1018,,100,11
1.2,8,PIJE,HP,-2.51,98.45766713,,,,0,,0,0,0,0,231,181.5,,,,,0,11.4685,0,2021,August,19.2087,26.1733,6.9646,1,12.135,NOGORI,0,17
1.3,8,PIJE,HP,-1.18,104.4467406,,above 56,468,0,468,23,111,88,1,228.3,175.9,491.7,259,243.2,188,0,13.0445,0,2021,August,17.4682,23.0279,5.5597,1,12.1452,,0,17
1.4,8,PIJE,HP,-2.73,95.67109688,,above 52,218,0,218,46,153,107,1,255.9,171.9,298,191.5,249.2,162.4,0,11.604,0,2021,August,17.6632,22.9828,5.3196,1,12.1029,,0,16
1.5,8,PIJE,HP,-2.52,101.5497039,,above 56,391,0,391,51,168,117,1,238.1,165.4,496.3,262.8,271,160.1,0,21.2836,0,2021,August,17.5812,23.2232,5.642,1,12.0253,,0,18
1.6,8,PIJE,HP,-2.74,98.72166889,,above 52,272,0,272,21,97,76,1,264.7,224,411.1,276,272.5,222,0,13.5426,0,2021,August,15.9099,19.6863,3.7764,1,12.0846,,0,16
2.1,8,PIJE,HP,-1.33,127.631834,,above 56,384,0,384,32,98,66,1,202.3,137.7,471.8,198.7,224.1,130.2,0,16.3665,0,2021,August,16.4381,21.7047,5.2666,2,12.3117,,0,20
2.2,8,PIJE,HP,-2.92,100.9763278,,above 56,217,0,217,17,97,80,1,248.7,215.8,453.9,342,257,219.9,0,7.7548,0,2021,August,15.525,18.8863,3.3613,2,12.1962,,0,11.5
2.3,8,PIJE,HP,-1.45,121.3197729,,,,0,,0,0,0,0,215.6,154.6,,,,,0,11.0762,0,2021,August,16.4871,21.6165,5.1294,2,12.2591,NOGORI,0,15.5
1.1,9,PIJE,HP,-3.27,117.8933031,,above 52,302,0,302,22,121,99,1,237.6,188.5,431,280.4,259.8,184.2,0,7.554,0,2021,August,14.3302,16.9268,2.5966,1,12.1277,,0,11
1.2,9,PIJE,HP,-3.35,76.17929061,,,,0,,0,0,0,0,217,170.4,,,,,0,9.9377,0,2021,August,16.8009,20.3683,3.5674,1,12.118,NOGORI,0,15.5
1.3,9,PIJE,HP,-2.91,95.82673529,,,,0,,0,0,0,0,235.5,182.8,,,,,0,7.3652,0,2021,August,15.1613,18.066,2.9047,1,12.1301,NOGORI,0,15
1.4,9,PIJE,HP,-2.91,104.9941076,,,,0,,0,0,0,0,239.4,186.6,,,,,50,9.0068,0,2021,August,15.8897,19.8989,4.0092,1,12.0712,NOGORI,50,13
1.5,9,PIJE,HP,-3.26,91.16175514,,above 56,314,0,314,24,126,102,1,224,167.4,370.9,207.8,222.3,154.9,10,10.8498,0,2021,August,16.0862,19.7303,3.6441,1,12.0888,,10,16
1.6,9,PIJE,HP,-3.18,115.7700333,,,,0,,0,0,0,0,225.5,152.4,,,,,0,13.5409,0,2021,August,16.2274,21.0542,4.8268,1,12.0581,NOGORI,60,17
2.1,9,PIJE,HP,-2.89,106.1906109,,above 52,278,0,278,32,104,72,1,206.4,156.1,324.3,200.9,249.7,165.5,0,10.3665,0,2021,August,15.7751,19.53,3.7549,2,12.2391,,0,16
2.2,9,PIJE,HP,-3.26,93.55890573,,above 56,234,0,234,15,111,96,1,227.2,165.6,495.9,193.9,230.6,152.7,10,7.5017,0,2021,August,14.389,16.5983,2.2093,2,12.0276,,10,15
2.3,9,PIJE,HP,-3.05,113.7840309,,above 56,313,0,313,24,109,85,1,232.9,158.4,309.2,194.4,223.7,152.1,50,12.1529,0,2021,August,16.6231,21.7262,5.1031,2,12.1382,,50,18
1.1,10,PIJE,HP,-3.61,90.65215116,,above 56,262,0,262,30,90,60,1,232,158.3,448.7,202.8,243.9,153.8,50,7.8192,0,2021,August,15.9035,19.3675,3.464,1,12.0823,,50,14
1.2,10,PIJE,HP,-2.93,104.8753414,,,,0,,0,0,0,0,244.3,190.9,,,,,0,25.7145,0,2021,August,17.7958,23.748,5.9522,1,12.1203,NOGORI,0,17
1.3,10,PIJE,HP,-3.38,93.66510459,,above 56,372,0,372,29,,,1,252.3,181.5,568.1,277.2,252.4,178.4,0,18.0362,0,2021,August,17.9234,23.4399,5.5165,1,12.0338,glow time ALMOST over,0,15
1.4,10,PIJE,HP,-1.42,114.3088318,,,,0,,0,0,0,0,226.9,162.2,,,,,0,10.0574,0,2021,August,15.4245,19.0977,3.6732,1,12.2111,NOGORI,0,13
1.5,10,PIJE,HP,-1.92,127.2476455,,above 56,398,0,398,30,102,72,1,232,181.3,582.9,316,264.8,188.3,40,21.15,0,2021,August,18.1559,25.6275,7.4716,1,12.2842,,40,16
1.6,10,PIJE,HP,-1.74,132.8867235,,above 56,273,0,273,28,86,58,1,223.2,151.8,572,267.4,236.3,146.7,65,14.7884,0,2021,August,15.4617,19.8257,4.364,1,12.1777,,65,19
2.1,10,PIJE,HP,-3.44,94.72257365,,,,0,,0,0,0,0,236.7,161.4,,,,,20,9.0817,0,2021,August,14.8752,17.4957,2.6205,2,12.1087,NOGORI,20,17
2.2,10,PIJE,HP,-1.82,124.0456478,,above 52,413,0,413,19,114,95,1,248.2,190,333.7,196,248.5,174.8,0,7.126,0,2021,August,14.3378,17.1096,2.7718,2,12.1033,barely above 52,0,13
2.3,10,PIJE,HP,-1.76,125.5616232,,above 56,192,0,192,24,113,89,1,230.1,160.9,523.3,250.4,233.5,147.9,10,14.3292,0,2021,August,15.2486,19.0884,3.8398,2,12.1905,,10,17
1.1,11,PIJE,HP,-3.47,100.7793034,,above 56,289,0,289,25,164,139,1,235.5,191,505.6,333.6,259.6,204.7,40,11.8795,0,2021,August,16.0214,19.8234,3.802,1,12.2488,,40,15.5
1.2,11,PIJE,HP,-4.28,95.61188498,,above 56,318,0,318,19,147,128,1,225.7,170.9,324.3,200.9,245,168.5,95,11.2787,0,2021,August,15.4717,18.6703,3.1986,1,12.1263,,100,14
1.3,11,PIJE,HP,-3.51,98.64357542,,,,0,,0,0,0,0,248,201.5,,,,,60,9.46,0,2021,August,16.5972,21.0115,4.4143,1,12.1222,NOGORI,60,14
1.4,11,PIJE,HP,-3.39,94.72439044,,,,0,,0,0,0,0,233.1,165.7,,,,,20,13.8735,0,2021,August,18.4133,24.299,5.8857,1,12.1998,NOGORI,0,13
1.5,11,PIJE,HP,-3.56,97.18582958,,,,0,,0,0,0,0,237.6,174.9,,,,,0,16.8942,0,2021,August,17.935,23.4985,5.5635,1,12.2104,NOGORI,0,15
1.6,11,PIJE,HP,-3.34,89.60793466,,above 52,243,0,243,30,90,60,1,265,202.7,461.1,314.5,294.1,215.5,0,12.1085,0,2021,August,16.4743,20.314,3.8397,1,12.1893,,0,20
2.1,11,PIJE,HP,-3.36,91.6070008,,,0,0,0,0,0,0,,,,,,,,0,9.9596,,2021,August,15.8363,19.0605,3.2242,2,12.3167,,100,16
2.2,11,PIJE,HP,-3.58,71.4446276,,,,0,,0,0,0,0,242.8,197.1,,,,,0,4.5589,0,2021,August,13.5756,14.5291,0.9535,2,12.241,NOGORI,0,14
2.3,11,PIJE,HP,-3.27,108.6352737,,,,0,,0,0,0,0,240.8,170.2,,,,,50,8.8393,0,2021,August,15.2579,18.52,3.2621,2,12.2551,NOGORI,50,15.5
1.1,12,PIJE,HP,-3.65,94.2267651,,52,195,0,195,52,113,61,1,226.6,176.9,450.7,283.4,254.1,186.3,0,13.5964,0,2021,August,16.3011,20.2835,3.9824,1,12.0747,,0,16
1.2,12,PIJE,HP,-3.63,91.74852652,,above 52,234,0,234,28,124,96,1,265.6,203.4,596.7,308.9,272.2,199.9,60,16.5071,0,2021,August,16.5038,20.4266,3.9228,1,12.2282,,60,16
1.3,12,PIJE,HP,-3.71,80.67031664,,51,130,0,130,47,107,60,1,258.5,192.1,,,,,40,14.5106,0,2021,August,18.2111,23.1766,4.9655,1,12.0558,thermocouple off during ignition,40,17
1.4,12,PIJE,HP,-3.66,65.01074255,,,,0,,0,0,0,0,251.4,205.2,,,,,0,7.6004,0,2021,August,14.0208,15.2614,1.2406,1,12.1125,NOGORI,0,13
1.5,12,PIJE,HP,-3.23,87.72746428,,51,156,0,156,68,,,1,281.1,215.7,381.3,272.7,259.6,190.4,0,19.5608,0,2021,August,17.4988,22.0787,4.5799,1,12.2782,only 75% of sample burned (rate of spread metric),0,19
1.6,12,PIJE,HP,-3.19,89.33303641,,above 56,242,0,242,25,125,100,1,255.3,203.9,612.4,406.5,269.2,204.9,0,18.1795,0,2021,August,17.5813,22.3951,4.8138,1,12.1927,,0,19.5
2.1,12,PIJE,HP,,,,above 52,152,0,152,38,83,45,1,267.1,211.8,563.3,354.8,270,205,,,0,2021,August,,,,2,,,,
2.2,12,PIJE,HP,-3.52,94.26261573,,48,160,0,160,28,122,94,1,276.2,213.9,470,249,273.1,202.7,0,9.5993,0,2021,August,15.1739,18.0655,2.8916,2,12.1063,,20,13.5
2.3,12,PIJE,HP,-3.58,68.80008664,,50,363,0,363,20,111,91,1,245.6,198.2,369.5,284.6,255.4,207.1,0,7.1981,0,2021,August,14.0549,15.3255,1.2706,2,12.2081,,0,17
1.1,13,PIJE,HP,-3.66,97.24174435,,52,194,0,194,13,78,65,1,287.9,227,456.5,266.6,271.7,206.3,30,6.347,0,2021,August,15.6149,18.9218,3.3069,1,12.2142,,30,10.5
1.2,13,PIJE,HP,-3.24,100.6875443,,above 52,219,0,219,43,110,67,1,291.7,212.6,563.7,392.7,,,40,19.6264,0,2021,August,20.949,29.765,8.816,1,12.1932,thermocouple off during ignition,40,15
1.4,13,PIJE,HP,-4.68,75.02521008,,48,125,0,125,37,144,107,1,247.4,188.1,485.1,327.5,263.2,199,60,8.5207,0,2021,August,14.7476,16.7564,2.0088,1,12.0701,,60,12
2.1,13,PIJE,HP,-4.05,43.02108126,,above 52,106,0,106,18,111,93,1,279,211.7,559.5,367.3,292.8,208.4,0,7.8833,0,2021,August,15.7148,17.2331,1.5183,2,12.1856,,90,16
2.3,13,PIJE,HP,-3.57,123.3687789,,above 52,165,0,165,46,70,24,1,258.3,210.4,,,266.8,199.3,20,14.8488,0,2021,August,17.6447,24.4665,6.8218,2,12.1151,thermocouple off for max temps,100,18
1.1,1,QUKE,HP,-0.3,144.9417707,,,1,,,0,69,,0,277.2,224.3,,,,,,2.5802,1,2021,August,7.9631,8.9961,1.033,1,7.2504,sample touching pilot flame; would have been NOGORI otherwise,,
1.2,1,QUKE,HP,-0.24,128.3840948,,,,0,,0,0,0,0,303.2,225.1,,,,,,3.5555,0,2021,August,8.0775,9.2915,1.214,1,7.1319,NOGORI,,
1.3,1,QUKE,HP,-0.73,146.8228404,,,,0,,0,0,0,0,296.8,213.1,,,,,,4.4208,0,2021,August,7.8888,8.8916,1.0028,1,7.2058,NOGORI,,
1.4,1,QUKE,HP,-0.28,131.7876106,,48,3,58,61,27,194,109,1,293.8,211.6,321.3,245.7,286.8,193.3,,5.3417,1,2021,August,7.8019,8.5465,0.7446,1,7.2369,sample being scorched by pilot flame,,
1.5,1,QUKE,HP,-0.19,140.2855736,,,,0,,0,0,0,0,275.6,212.9,,,,,,1.9899,0,2021,August,8.2379,9.6625,1.4246,1,7.2224,NOGORI,,
1.6,1,QUKE,HP,-0.46,135.6564293,,,7,,,0,41,,0,289.2,220,,,,,,2.0795,1,2021,August,7.8106,8.6145,0.8039,1,7.218,sample touching pilot flame; would have been NOGORI otherwise,,
1.7,1,QUKE,HP,-0.49,114.1256429,,,,0,,0,0,0,0,298.7,235,,,,,,2.5889,0,2021,August,7.7217,8.343,0.6213,1,7.1773,NOGORI,,
1.8,1,QUKE,HP,-0.61,118.379961,,,,0,,0,0,0,0,273,200.6,,,,,,3.2021,0,2021,August,8.1453,9.237,1.0917,1,7.2231,NOGORI,,
1.9,1,QUKE,HP,-0.54,109.4316644,,,3,,,0,,,0,271.3,217.3,,,,,,2.8146,1,2021,August,7.99,8.7987,0.8087,1,7.251,sample touching pilot flame,,
1.1,2,QUKE,HP,-1.87,119.0030592,,,,0,,0,0,0,0,298.7,229.2,,,,,,2.0395,0,2021,August,7.6947,8.356,0.6613,1,7.139,NOGORI,,
1.2,2,QUKE,HP,-0.72,115.5910812,,,6,,,0,,,0,251.8,209.1,,,,,,4.0141,1,2021,August,8.3653,9.7391,1.3738,1,7.1768,sample touching pilot flame,,
1.3,2,QUKE,HP,-2.43,106.5507152,,,8,,,0,66,,0,282.9,228.3,,,,,,3.0101,1,2021,August,7.443,8.754,1.311,1,6.2126,sample touching pilot flame; would have been NOGORI otherwise,,
1.4,2,QUKE,HP,-2.64,103.7851378,,,3,,,0,29,,0,283.9,213.3,,,,,,2.2647,1,2021,August,6.9061,7.6519,0.7458,1,6.1875,sample touching pilot flame; would have been NOGORI otherwise,,
1.5,2,QUKE,HP,-1.1,99.97148018,,,,0,,0,0,0,0,261.6,191.1,,,,,,3.2187,0,2021,August,7.2334,8.285,1.0516,1,6.1815,NOGORI,,
1.6,2,QUKE,HP,-2.87,98.30878342,,,,0,,0,0,0,0,274.9,223.5,,,,,,2.5144,0,2021,August,7.9288,8.6496,0.7208,1,7.1956,NOGORI,,
1.7,2,QUKE,HP,-0.71,105.1580203,,,,0,,0,0,0,0,245.2,201,,,,,,2.2765,0,2021,August,8.5588,9.9696,1.4108,1,7.2172,NOGORI,,
1.8,2,QUKE,HP,-2.86,104.9592057,,,,0,,0,0,0,0,241.1,200.2,,,,,,2.6058,0,2021,August,9.2429,11.3784,2.1355,1,7.2083,NOGORI,,
1.9,2,QUKE,HP,-1.52,97.83253057,,38,1,17,18,10,,,1,285.1,214.1,296.9,294.9,316.2,281.8,,2.6838,1,2021,August,7.6664,8.1945,0.5281,1,7.1266,sample being scorched by pilot flame,,
1.1,3,QUKE,HP,-3.14,111.3126649,,,3,,,0,38,,0,302.4,221.3,,,,,,2.569,1,2021,August,7.7326,8.4076,0.675,1,7.1262,sample touching pilot flame; would have been NOGORI otherwise,,
1.2,3,QUKE,HP,-2.76,100.4155125,,,3,,,0,131,,0,282.7,220.9,,,,,,2.2406,1,2021,August,8.1694,9.1119,0.9425,1,7.2308,sample touching pilot flame; would have been NOGORI otherwise,,
1.3,3,QUKE,HP,-3.57,92.43262753,,,,0,,0,0,0,0,283.2,240.5,,,,,,4.3027,0,2021,August,8.0709,8.8392,0.7683,1,7.2397,NOGORI,,
1.4,3,QUKE,HP,-4.19,108.2763975,,,,0,,0,0,0,0,283,241.7,,,,,,3.6247,0,2021,August,7.85,8.5473,0.6973,1,7.206,NOGORI,,
1.5,3,QUKE,HP,-2.96,102.0988194,,above 52,3,41,44,13,202,148,1,282.7,224.4,389.8,327,295.5,214.1,,4.2505,1,2021,August,8.1148,9.0488,0.934,1,7.2,sample being scorched by pilot flame,,
1.6,3,QUKE,HP,-3.43,99.47829716,,50,1,26,27,6,,,1,281.3,252.6,369.8,268,290,242.4,,2.802,1,2021,August,6.6624,7.1391,0.4767,1,6.1832,sample touching pilot flame,,
1.7,3,QUKE,HP,-2.43,85.65260208,,,1,,,0,25,,0,241.4,208.1,,,,,,2.3651,1,2021,August,7.4715,8.6022,1.1307,1,6.1514,sample touching pilot flame; would have been NOGORI otherwise,,
1.8,3,QUKE,HP,-0.69,119.3802215,,above 52,8,49,57,9,91,33,1,264.4,220.6,386.4,298.3,275.2,231.4,,3.0283,1,2021,August,8.2196,9.4485,1.2289,1,7.1902,sample touching pilot flame,,
