sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year,month ,dry.wt,fresh.wt,water.wt,site
1.5,3,ADFA,EPI,-7.252,55.69994093,0,11,17,10,27,5,109,94,1,270,289.5,269.8,85,0.5241,1,2020,September,0.3386,0.5272,0.1886,St. Marys
1.6,3,ADFA,HP,-5.741,63.30498177,0,18,96,53,149,11,206,142,1,278.5,318.3,296,50,1.8453,1,2020,September,0.3292,0.5376,0.2084,St. Marys
1.6,3,CEME,HP,-0.909,100.0726216,0,27,37,43,80,25,219,151,1,252.5,292.4,278,100,2.371,1,2020,September,0.2754,0.551,0.2756,St. Marys
1.6,3,CEME,EPI,-0.909,100.0726216,0,4,31,43,74,2,132,87,1,273.7,303.2,284.4,100,0.555,1,2020,September,0.2754,0.551,0.2756,St. Marys
1.6,3,ADFA,EPI,-5.741,63.30498177,0,1.5,24,25,49,1,120,94,1,274.6,275.1,264.7,100,0.5296,1,2020,September,0.3292,0.5376,0.2084,Painted Caves
2.1,3,ADFA,HP,-4.68,68.22268326,0,0,67,-40017,-39950,0,298,40315,0,299.8,0,0,50,1.7516,1,2020,September,0.2892,0.4865,0.1973,Painted Caves
2.1,3,CEME,HP,-3.183,90.43245312,Glowed past end of video ,0,136,-42323,-42187,0,326,42649,0,267.2,0,0,100,1.8749,1,2020,September,0.2613,0.4976,0.2363,Painted Caves
2.1,3,CEME,EPI,-3.183,90.43245312,0,10,30,17,47,5,146,124,1,267.6,405.7,241.2,100,0.4983,1,2020,September,0.2613,0.4976,0.2363,Painted Caves
2.1,3,ADFA,EPI,-4.68,68.22268326,0,7,12,30,42,5,129,94,1,279.3,328.2,265.8,100,0.485,1,2020,September,0.2892,0.4865,0.1973,Painted Caves
2.2,3,ADFA,HP,-6.567,62.05663189,Glowed past end of video ,0,51,-41633,-41582,0,347,41980,0,265.2,0,0,100,1.0765,1,2020,September,0.3355,0.5437,0.2082,Painted Caves
2.2,3,CEME,HP,-3.56,84.23537959,0,23,106,5,111,10,114,99,1,268.8,277.6,267.2,100,2.2941,1,2020,September,0.2753,0.5072,0.2319,Painted Caves
2.2,3,CEME,EPI,-3.56,84.23537959,0,0,25,-42666,-42641,0,441,43107,0,271.3,0,0,100,0.4891,1,2020,September,0.2753,0.5072,0.2319,Painted Caves
2.2,3,CEME,EPI,-3.56,84.23537959,0,0,34,-42949,-42915,0,147,43096,0,263,0,0,100,0.5277,1,2020,September,0.2753,0.5072,0.2319,Painted Caves
2.2,3,ADFA,EPI,-6.567,62.05663189,0,15,8,32,40,4,117,81,1,267.8,342.6,256.8,70,0.4833,1,2020,September,0.3355,0.5437,0.2082,Painted Caves
2.3,3,ADFA,HP,-7.326,56.87061184,Glowed past end of video ,0,42,-40771,-40729,0,292,41063,0,302.8,0,0,0,0.9297,1,2020,September,0.0997,0.1564,0.0567,Painted Caves
2.3,3,CEME,HP,-5.01,80.37383178,0,22,82,7,89,9,113,97,1,264.1,271.2,262.8,100,1.2533,1,2020,September,0.2996,0.5404,0.2408,Painted Caves
2.3,3,CEME,EPI,-5.01,80.37383178,0,0,30,-43404,-43374,0,145,43549,0,265.2,0,0,100,0.5391,1,2020,September,0.2996,0.5404,0.2408,Painted Caves
2.3,3,CEME,EPI,-5.01,80.37383178,0,0,36,-43708,-43672,0,210,43918,0,260.8,0,0,100,0.509,1,2020,September,0.2996,0.5404,0.2408,Painted Caves
2.3,3,ADFA,EPI,-7.326,56.87061184,0,6.5,16,26,42,3,146,117,1,279.2,304.2,249.3,30,0.4207,1,2020,September,0.0997,0.1564,0.0567,Painted Caves
2.4,3,ADFA,HP,-3.444,79.38973648,0,26,43,34,77,23,146,89,1,295.8,312.7,297.2,0,2.5541,1,2020,September,0.3605,0.6467,0.2862,Painted Caves
2.4,3,CEME,HP,-2.125,105.1388889,0,0,38,-44061,-44023,0,325,44386,0,260.1,0,0,100,1.7938,1,2020,September,0.288,0.5908,0.3028,Painted Caves
2.4,3,CEME,EPI,-2.125,105.1388889,0,0,28,-44113,-44085,0,164,44277,0,271.3,0,0,100,0.5355,1,2020,September,0.288,0.5908,0.3028,Painted Caves
2.4,3,CEME,EPI,-2.125,105.1388889,epi wt 2: 0.4842,3.5,43,12,55,5,160,143,1,272,282.2,266.2,100,0.4842,1,2020,September,0.288,0.5908,0.3028,Painted Caves
2.4,3,ADFA,EPI,-3.444,79.38973648,0,9,13,22,35,8,50,20,1,267.5,339.2,249,0,0.5341,1,2020,September,0.3605,0.6467,0.2862,Painted Caves
2.5,3,CEME,HP,-1.27,125.6987902,0,0,30,-45445,-45415,0,307,45752,0,255.7,0,0,100,2.0547,1,2020,September,0.2397,0.541,0.3013,Painted Caves
2.5,3,CEME,EPI,-1.27,125.6987902,0,9,22,18,40,10,89,61,1,283.8,347.7,265.6,100,0.5138,1,2020,September,0.2397,0.541,0.3013,Painted Caves
2.5,3,ADFA,EPI,-7.76,47.60170006,0,14.5,9,24,33,5,124,95,1,287.6,303.3,280.2,80,0.4565,1,2020,September,0.3294,0.4862,0.1568,Painted Caves
2.6,3,ADFA,HP,-6.42,64.19871795,Glowed past end of video ,0,120,-42897,-42777,0,423,43320,0,282,0,0,0,1.9311,1,2020,September,0.312,0.5123,0.2003,Painted Caves
2.6,3,CEME,HP,-2.56,100.5584364,Glowed past end of video ,0,50,-45002,-44952,0,388,45390,0,252.9,0,0,100,1.7223,1,2020,September,0.2507,0.5028,0.2521,Painted Caves
2.6,3,CEME,EPI,-2.56,100.5584364,0,0,19,-44886,-44867,0,129,45015,0,276.2,0,0,100,0.4839,1,2020,September,0.2507,0.5028,0.2521,Painted Caves
2.6,3,CEME,EPI,-2.56,100.5584364,0,13,35,15,50,4,104,85,1,274.6,300.6,274.1,100,0.5015,1,2020,September,0.2507,0.5028,0.2521,Painted Caves
2.6,3,ADFA,EPI,-6.42,64.19871795,0,12,18,19,37,9,102,74,1,280.4,324.5,267.3,100,0.4743,1,2020,September,0.312,0.5123,0.2003,Painted Caves
1.1,4,ADFA,HP,-6.91,62.97556449,Glowed past end of video ,0,70,-35835,-35765,0,705,36540,0,259.7,0,0,100,2.2177,1,2020,September,0.3233,0.5269,0.2036,St. Marys
1.1,4,CEME,HP,-3.88,80.17742429,0,0,236,-61016,-60780,0,158,61174,0,237.1,0,0,100,2.9082,1,2020,September,0.3269,0.589,0.2621,St. Marys
1.1,4,CEME,EPI,-3.88,80.17742429,Missing these yellow lower videos ,0,27,26,53,2,145,117,1,267.5,273.7,262.7,100,0.502,1,2020,September,0.3269,0.589,0.2621,St. Marys
1.1,4,ADFA,EPI,-6.91,62.97556449,0,8.5,20,27,47,6,169,136,1,264.2,294,259.1,60,0.5066,1,2020,September,0.3233,0.5269,0.2036,St. Marys
1.2,4,ADFA,HP,-3.57,83.04843305,Glowed past end of video ,0,70,-43654,-43584,0,356,44010,0,266.5,0,0,0,1.8732,1,2020,September,0.2808,0.514,0.2332,St. Marys
1.2,4,CEME,HP,-6.085,64.95028409,Glowed past end of video ,0,80,-46125,-46045,0,417,46542,0,250.4,0,0,100,2.5987,1,2020,September,0.2816,0.4645,0.1829,St. Marys
1.2,4,CEME,EPI,-6.085,64.95028409,0,0,35,-46001,-45966,0,145,46146,0,282.9,0,0,100,0.4545,1,2020,September,0.2816,0.4645,0.1829,St. Marys
1.2,4,CEME,EPI,-6.085,64.95028409,0,1,33,25,58,1,137,111,1,277.6,298.5,287.4,100,0.4735,1,2020,September,0.2816,0.4645,0.1829,St. Marys
1.2,4,ADFA,EPI,-3.57,83.04843305,0,15,8,18,26,10,111,83,1,276,301.4,282.4,50,0.5584,1,2020,September,0.2808,0.514,0.2332,St. Marys
1.3,4,ADFA,HP,-2.18,74.64550979,0,20,76,20,96,9,153,124,1,264,297.4,296.2,50,1.3301,1,2020,September,0.2962,0.5173,0.2211,St. Marys
1.3,4,CEME,HP,-4.233,71.54600063,No glow or ignition ,0,-61221,0,-61221,0,61608,61608,0,259.3,0,0,100,1.4584,0,2020,September,0.3163,0.5426,0.2263,St. Marys
1.3,4,CEME,EPI,-4.233,71.54600063,0,0,38,-60875,-60837,0,123,60998,0,267,0,0,100,0.5157,1,2020,September,0.3163,0.5426,0.2263,St. Marys
1.3,4,CEME,EPI,-4.233,71.54600063,0,0,24,-61070,-61046,0,126,61196,0,286.4,0,0,100,0.5049,1,2020,September,0.3163,0.5426,0.2263,St. Marys
1.3,4,ADFA,EPI,-2.18,74.64550979,0,4,19,28,47,6,116,82,1,278.8,286.9,263,80,0.4729,1,2020,September,0.2962,0.5173,0.2211,St. Marys
1.4,4,ADFA,HP,-1.087,94.73503097,0,0,97,-44498,-44401,0,357,44855,0,265.3,0,0,0,1.2402,1,2020,September,0.2906,0.5659,0.2753,St. Marys
1.4,4,CEME,HP,-3.961,76.08160394,Glowed past end of video ,0,273,-61922,-61649,0,127,62049,0,243.9,0,0,100,1.765,1,2020,September,0.2843,0.5006,0.2163,St. Marys
1.4,4,CEME,EPI,-3.961,76.08160394,Missing these yellow lower videos ,0,3,5,8,15,60,40,1,269,355.9,266.1,100,0.4577,1,2020,September,0.2843,0.5006,0.2163,St. Marys
1.4,4,ADFA,EPI,-1.087,94.73503097,0,10.5,12,22,34,10,176,144,1,281.2,334.2,245.7,20,0.5782,1,2020,September,0.2906,0.5659,0.2753,St. Marys
1.5,4,ADFA,HP,-3.082,65.84311303,Glowed past end of video ,0,113,-45059,-44946,0,391,45450,0,256.9,0,0,100,1.6425,1,2020,September,0.3238,0.537,0.2132,St. Marys
1.5,4,CEME,HP,-4.822,66.4791901,Glowed past end of video ,0,53,-65025,-64972,0,526,65551,0,253.6,0,0,100,2.2133,1,2020,September,0.3556,0.592,0.2364,St. Marys
1.5,4,CEME,EPI,-4.822,66.4791901,0,9,26,21,47,3,175,151,1,261.5,300.9,279.3,100,0.4826,1,2020,September,0.3556,0.592,0.2364,St. Marys
1.5,4,ADFA,EPI,-3.082,65.84311303,0,10,21,8,29,12,95,75,1,279,285.7,269.2,0,0.4541,1,2020,September,0.3238,0.537,0.2132,St. Marys
1.6,4,ADFA,HP,-3.996,73.03595206,0,21,50,15,65,24,145,106,1,263.9,311.4,297.3,0,1.3616,1,2020,September,0.3004,0.5198,0.2194,St. Marys
1.6,4,CEME,HP,-5.34,64.33591005,Glowed past end of video ; Appears that when glow starts its on tissue that is touching the HP surface (so conductive heat),0,86,-62181,-62095,0,314,62495,0,246.1,0,0,100,2.3337,1,2020,September,0.2846,0.4677,0.1831,St. Marys
1.6,4,CEME,EPI,-5.34,64.33591005,Missing these yellow lower videos ,0,20,15,35,9,77,53,1,271.3,335.6,266.4,100,0.4793,1,2020,September,0.2846,0.4677,0.1831,St. Marys
1.6,4,ADFA,EPI,-3.996,73.03595206,0,10.5,19,29,48,10,152,113,1,277.9,333.8,253.3,20,0.537,1,2020,September,0.3004,0.5198,0.2194,St. Marys
2.1,4,ADFA,HP,-1.13,91.26827341,Temp probe turned off,24,94,0,94,17,86,69,1,256.5,0,302.6,0,1.2584,1,2020,September,0.2531,0.4841,0.231,Painted Caves
2.1,4,CEME,EPI,-4.119,81.06880894,0,0,25,-61889,-61864,0,101,61990,0,278.8,0,0,100,0.4852,1,2020,September,0.2863,0.5184,0.2321,Painted Caves
2.1,4,CEME,EPI,-4.119,81.06880894,0,0,9,-62055,-62046,0,175,62230,0,281.6,0,0,100,0.4575,1,2020,September,0.2863,0.5184,0.2321,Painted Caves
2.1,4,ADFA,EPI,-1.13,91.26827341,0,6.5,18,13,31,20,143,110,1,277.7,416,253.5,75,0.5216,1,2020,September,0.2531,0.4841,0.231,Painted Caves
2.2,4,ADFA,HP,-3.488,65.15629481,0,17,72,15,87,14,98,69,1,268.3,324.7,308.4,0,0.9893,1,2020,September,0.3487,0.5759,0.2272,Painted Caves
2.2,4,CEME,HP,-5.136,78.7447428,Glowed past end of video ,0,85,-62625,-62540,0,321,62946,0,249.8,0,0,100,1.9438,1,2020,September,0.3091,0.5525,0.2434,Painted Caves
2.2,4,CEME,EPI,-5.136,78.7447428,Missing these yellow lower videos ,0,32,19,51,2,125,104,1,260.9,316.1,275.5,100,0.5379,1,2020,September,0.3091,0.5525,0.2434,Painted Caves
2.2,4,ADFA,EPI,-3.488,65.15629481,0,6,6,19,25,4,109,86,1,276.3,332.5,252.5,0,0.4705,1,2020,September,0.3487,0.5759,0.2272,Painted Caves
2.3,4,ADFA,HP,-3.298,69.72434561,0,0,113,-46560,-46447,0,278,46838,0,258,0,0,0,1.314,1,2020,September,0.4317,0.7327,0.301,Painted Caves
2.3,4,CEME,HP,-5.888,69.52983725,No glow or ignition ,0,-63017,0,-63017,0,63454,63454,0,262.2,0,0,100,2.4333,0,2020,September,0.3318,0.5625,0.2307,Painted Caves
2.3,4,CEME,EPI,-5.888,69.52983725,Missing these yellow lower videos ,0,31,23,54,1,120,96,1,272.1,320.5,278.7,100,0.5259,1,2020,September,0.3318,0.5625,0.2307,Painted Caves
2.3,4,ADFA,EPI,-3.298,69.72434561,0,7,18,26,44,10,130,94,1,272.5,308.4,281.2,0,0.4509,1,2020,September,0.4317,0.7327,0.301,Painted Caves
2.4,4,ADFA,HP,-6.166,62.38394729,0,26,80,9,89,13,129,107,1,284.7,307,295.2,0,1.7187,1,2020,September,0.3339,0.5422,0.2083,Painted Caves
2.4,4,CEME,HP,-3.061,93.83588536,Glowed past end of video ;Glow area touching surface,0,55,-63549,-63494,0,377,63926,0,258.2,0,0,100,1.6345,1,2020,September,0.2547,0.4937,0.239,Painted Caves
2.4,4,CEME,EPI,-3.061,93.83588536,0,0,20,-62906,-62886,0,135,63041,0,266.6,0,0,100,0.4489,1,2020,September,0.2547,0.4937,0.239,Painted Caves
2.4,4,CEME,EPI,-3.061,93.83588536,0,0,26,-63138,-63112,0,108,63246,0,273.5,0,0,100,0.4324,1,2020,September,0.2547,0.4937,0.239,Painted Caves
2.4,4,ADFA,EPI,-6.166,62.38394729,0,16,10,11,21,9,120,100,1,289.6,379.1,263.7,20,0.4544,1,2020,September,0.3339,0.5422,0.2083,Painted Caves
2.5,4,ADFA,HP,-3.549,70.07993909,0,18,66,65,131,13,140,62,1,252.4,300.1,293.9,0,1.3324,1,2020,September,0.2627,0.4468,0.1841,Painted Caves
2.5,4,CEME,HP,-5.687,68.93603547,Glowed past end of video ; Glow area touching surface,0,82,-64088,-64006,0,316,64404,0,244.7,0,0,100,1.8426,1,2020,September,0.3158,0.5335,0.2177,Painted Caves
2.5,4,CEME,EPI,-5.687,68.93603547,Missing these yellow lower videos ,0,22,18,40,2,108,88,1,275.4,303.8,275.9,100,0.493,1,2020,September,0.3158,0.5335,0.2177,Painted Caves
2.5,4,ADFA,EPI,-3.549,70.07993909,0,13,15,17,32,16,111,78,1,281.6,289.4,274,0,0.5363,1,2020,September,0.2627,0.4468,0.1841,Painted Caves
2.6,4,ADFA,HP,-3.748,82.05047319,Glowed past end of video ,0,79,-47686,-47607,0,485,48171,0,252.8,0,0,0,1.7656,1,2020,September,0.317,0.5771,0.2601,Painted Caves
2.6,4,CEME,HP,-2.189,95.23635031,No glow or ignition ,0,-64445,0,-64445,0,64891,64891,0,271.1,0,0,100,2.5016,0,2020,September,0.2729,0.5328,0.2599,Painted Caves
2.6,4,CEME,EPI,-2.189,95.23635031,0,0,26,-64088,-64062,0,147,64235,0,269.6,0,0,100,0.4775,1,2020,September,0.2729,0.5328,0.2599,Painted Caves
2.6,4,CEME,EPI,-2.189,95.23635031,Missing these yellow lower videos ,0,35,19,54,1,148,128,1,278.7,304.9,290,100,0.5119,1,2020,September,0.2729,0.5328,0.2599,Painted Caves
2.6,4,ADFA,EPI,-3.748,82.05047319,0,7.5,4,35,39,2,112,75,1,271.9,216.9,257.3,0,0.4639,1,2020,September,0.317,0.5771,0.2601,Painted Caves
1.1,5,ADFA,HP,-0.83,88.17589577,No glow or ignition ,0,-61141,0,-61141,0,61535,61535,0,264,0,0,0,1.2643,0,2020,September,0.307,0.5777,0.2707,St. Marys
1.1,5,ADFA,EPI,-0.83,88.17589577,0,9,22,8,30,19,116,89,1,272,289.9,256.1,30,0.5377,1,2020,September,0.307,0.5777,0.2707,St. Marys
1.1,5,CEME,EPI,-1.184,99.5363766,0,4,23,46,69,2,168,120,1,293.6,314,299.2,100,0.4583,1,2020,September,0.2804,0.5595,0.2791,St. Marys
1.1,5,CEME,HP,-1.184,99.5363766,0,0,30,-69293,-69263,0,278,69571,0,280.2,0,0,100,2.4697,1,2020,September,0.2804,0.5595,0.2791,St. Marys
1.2,5,ADFA,HP,-6.92,60.36313806,Glowed past end of video ,0,7,-66216,-66209,0,437,66653,0,259,0,0,0,1.3089,1,2020,September,0.2919,0.4681,0.1762,St. Marys
1.2,5,CEME,HP,-0.394,105.897772,Glowed past end of video ,0,115,-66785,-66670,0,168,66953,0,249.3,0,0,100,2.4498,1,2020,September,0.2289,0.4713,0.2424,St. Marys
1.2,5,ADFA,EPI,-6.92,60.36313806,0,4.5,16,29,45,3,148,116,1,277.3,311.7,287,55,0.5316,1,2020,September,0.2919,0.4681,0.1762,St. Marys
1.2,5,CEME,EPI,-0.394,105.897772,0,0,30,-66650,-66620,0,92,66742,0,279.2,0,0,100,0.4606,1,2020,September,0.2289,0.4713,0.2424,St. Marys
1.2,5,CEME,EPI,-0.394,105.897772,0,5,30,27,57,8,148,113,1,284.1,334.4,293.4,100,0.517,1,2020,September,0.2289,0.4713,0.2424,St. Marys
1.3,5,ADFA,HP,-4.401,73.25017325,0,18,66,1,67,26,237,210,1,261.5,301,289,100,1.6334,1,2020,September,0.2886,0.5,0.2114,St. Marys
1.3,5,ADFA,EPI,-4.401,73.25017325,0,20.5,15,5,20,8,74,61,1,270.8,381,260.1,100,0.4808,1,2020,September,0.2886,0.5,0.2114,St. Marys
1.3,5,CEME,EPI,-1.02,125.4435309,0,0,28,-69309,-69281,0,101,69410,0,282.1,0,0,100,1.6735,1,2020,September,0.2311,0.521,0.2899,St. Marys
1.3,5,CEME,EPI,-1.02,125.4435309,0,5,38,23,61,3,99,73,1,281.6,330.5,321.7,100,0.524,1,2020,September,0.2311,0.521,0.2899,St. Marys
1.3,5,CEME,HP,-1.02,125.4435309,No glow or ignition ,0,-69715,0,-69715,0,70054,70054,0,260.5,0,0,100,0.5175,0,2020,September,0.2311,0.521,0.2899,St. Marys
1.4,5,ADFA,HP,-2.932,72.47869318,Glowed past end of video ,0,76,-67252,-67176,0,316,67568,0,283.5,0,0,100,2.0278,1,2020,September,0.2816,0.4857,0.2041,St. Marys
1.4,5,ADFA,EPI,-2.932,72.47869318,0,11,31,5,36,16,106,85,1,280.3,452.9,269.7,100,0.5346,1,2020,September,0.2816,0.4857,0.2041,St. Marys
1.4,5,CEME,EPI,-1.907,97.6366322,0,2,23,32,55,1,101,68,1,275.2,316,294,100,0.4656,1,2020,September,0.2708,0.5352,0.2644,St. Marys
1.4,5,CEME,HP,-1.907,97.6366322,Glowed past end of video ,0,68,-70246,-70178,0,199,70445,0,253.7,0,0,100,2.2406,1,2020,September,0.2708,0.5352,0.2644,St. Marys
1.5,5,ADFA,HP,-1.21,92.75584515,0,0,98,-60509,-60411,0,10,60519,0,283.7,0,0,0,2.2147,1,2020,September,0.2609,0.5029,0.242,St. Marys
1.5,5,ADFA,EPI,-1.21,92.75584515,0,11,28,9,37,7,101,85,1,281.5,288.4,269.6,70,0.4578,1,2020,September,0.2609,0.5029,0.242,St. Marys
1.5,5,CEME,EPI,-2.89,99.53033268,0,3.5,10,38,48,2,133,93,1,282,312.4,305,100,0.5505,1,2020,September,0.2555,0.5098,0.2543,St. Marys
1.5,5,CEME,HP,-2.89,99.53033268,No glow or ignition ,0,-68807,0,-68807,0,69220,69220,0,264.2,0,0,100,1.9421,0,2020,September,0.2555,0.5098,0.2543,St. Marys
1.6,5,ADFA,HP,-7.751,53.0127815,0,0,142,-64901,-64759,0,174,65075,0,255.2,0,0,100,0.8991,1,2020,September,0.3286,0.5028,0.1742,St. Marys
1.6,5,CEME,EPI,-5.69,70.38585209,0,9,19,11,30,16,142,115,1,275.2,353.8,263.7,100,0.5323,1,2020,September,0.311,0.5299,0.2189,St. Marys
1.6,5,ADFA,EPI,-7.751,53.0127815,0,10.5,15,17,32,16,143,110,1,279.4,425.2,287.2,0,0.4561,1,2020,September,0.3286,0.5028,0.1742,St. Marys
1.6,5,CEME,HP,-5.69,70.38585209,Glowed past end of video ,0,62,-72597,-72535,0,337,72934,0,262.9,0,0,100,1.8649,1,2020,September,0.311,0.5299,0.2189,St. Marys
2.1,5,ADFA,HP,-5.068,67.5059952,0,24,99,10,109,10,129,109,1,259.5,325.4,300.2,0,1.6817,1,2020,September,0.3336,0.5588,0.2252,Painted Caves
2.1,5,CEME,EPI,-2.738,106.1031084,0,12,16,20,36,12,104,72,1,274.3,394.7,267.1,100,0.4535,1,2020,September,0.2638,0.5437,0.2799,Painted Caves
2.1,5,ADFA,EPI,-5.068,67.5059952,0,5,12,29,41,5,148,114,1,279.4,297.6,266.9,0,0.5721,1,2020,September,0.3336,0.5588,0.2252,Painted Caves
2.1,5,CEME,HP,-2.738,106.1031084,No glow or ignition ,0,-70630,0,-70630,0,71026,71026,0,258,0,0,100,1.9681,0,2020,September,0.2638,0.5437,0.2799,Painted Caves
2.2,5,ADFA,HP,-3.167,78.51208459,No glow or ignition ,0,-67619,0,-67619,0,67980,67980,0,245.7,0,0,100,1.0181,0,2020,September,0.2648,0.4727,0.2079,Painted Caves
2.2,5,ADFA,EPI,-3.167,78.51208459,0,6.5,14,31,45,1,87,55,1,281.2,310.7,297.5,0,0.5137,1,2020,September,0.2648,0.4727,0.2079,Painted Caves
2.2,5,CEME,EPI,-0.902,96.54775604,0,7,22,32,54,2,133,99,1,291.7,291.9,288.3,100,0.5938,1,2020,September,0.2607,0.5124,0.2517,Painted Caves
2.2,5,CEME,HP,-0.902,96.54775604,No glow or ignition ,0,-71170,0,-71170,0,71569,71569,0,254.6,0,0,100,2.066,0,2020,September,0.2607,0.5124,0.2517,Painted Caves
2.3,5,ADFA,HP,-2.087,87.03380969,0,23,77,20,97,29,133,84,1,251.8,331.9,247.8,0,2.8367,1,2020,September,0.2869,0.5366,0.2497,Painted Caves
2.3,5,CEME,EPI,-0.971,116.4839982,0,5.5,24,27,51,12,149,110,1,273.8,326.1,260,100,0.5138,1,2020,September,0.2281,0.4938,0.2657,Painted Caves
2.3,5,ADFA,EPI,-2.087,87.03380969,0,9,21,33,54,15,170,122,1,278.3,259.2,285.6,0,0.5393,1,2020,September,0.2869,0.5366,0.2497,Painted Caves
2.3,5,CEME,HP,-0.971,116.4839982,Glowed past end of video ,0,124,-71729,-71605,0,352,72081,0,258.5,0,0,100,1.5842,1,2020,September,0.2281,0.4938,0.2657,Painted Caves
2.4,5,CEME,EPI,-3.987,85.05392912,0,5,25,34,59,3,124,87,1,270.1,373.9,302.6,100,0.5321,1,2020,September,0.2596,0.4804,0.2208,Painted Caves
2.4,5,ADFA,EPI,-1.059,91.22048553,0,14,24,18,42,7,130,105,1,266.8,330.7,257.1,0,0.5782,1,2020,September,0.3007,0.575,0.2743,Painted Caves
2.4,5,ADFA,HP,-1.059,91.22048553,Glowed past end of video ; Temp probes turned off,33,125,0,125,19,29,10,1,265.4,0,0,20,2.3566,1,2020,September,0.3007,0.575,0.2743,Painted Caves
2.5,5,ADFA,HP,-1.16,86.8058012,0,25,79,0,79,33,92,59,1,251.9,286.4,277.7,0,1.1196,1,2020,September,0.2827,0.5281,0.2454,Painted Caves
2.5,5,CEME,EPI,-3.48,92.1602289,0,8,26,24,50,3,107,80,1,271.4,312.6,271.8,100,0.4678,1,2020,September,0.3495,0.6716,0.3221,Painted Caves
2.5,5,ADFA,EPI,-1.16,86.8058012,0,4,14,25,39,4,85,56,1,276.7,315.4,281.3,100,0.5147,1,2020,September,0.2827,0.5281,0.2454,Painted Caves
2.5,5,CEME,HP,-3.48,92.1602289,Glowed past end of video ,0,49,-72168,-72119,0,333,72501,0,258,0,0,100,2.7221,1,2020,September,0.3495,0.6716,0.3221,Painted Caves
2.6,5,ADFA,HP,-2.648,82.51346499,Glowed past end of video ,0,153,-69463,-69310,0,268,69731,0,268.2,0,0,0,2.6918,1,2020,September,0.2785,0.5083,0.2298,Painted Caves
2.6,5,CEME,EPI,-3.336,86.33117987,0,8,15,25,40,7,113,81,1,287.3,383.6,285.9,100,0.5478,1,2020,September,0.2941,0.548,0.2539,Painted Caves
2.6,5,ADFA,EPI,-2.648,82.51346499,0,5,17,50,67,2,169,117,1,277.4,299.9,282.7,0,0.5311,1,2020,September,0.2785,0.5083,0.2298,Painted Caves
1.1,6,ADFA,HP,-7.956,54.7809402,0,0,105,-68614,-68509,0,293,68907,0,272.9,0,0,100,0.6177,1,2020,September,0.3127,0.484,0.1713,St. Marys
1.1,6,CEME,EPI,-5.007,75.63218391,0,10.25,20,27,47,5,134,102,1,267.6,396.5,277,100,0.5935,1,2020,September,0.348,0.6112,0.2632,St. Marys
1.1,6,ADFA,EPI,-7.956,54.7809402,0,6.5,21,30,51,2,170,138,1,282,306.4,270.2,100,0.5078,1,2020,September,0.3127,0.484,0.1713,St. Marys
1.1,6,CEME,HP,-5.007,75.63218391,0,0,262,-66357,-66095,0,57,66414,0,223.5,0,0,100,2.2052,1,2020,September,0.348,0.6112,0.2632,St. Marys
1.2,6,ADFA,HP,-5.003,68.06664353,No glow or ignition ,0,-66039,0,-66039,0,66209,66209,0,259.8,0,0,0,1.0723,0,2020,September,0.2881,0.4842,0.1961,St. Marys
1.2,6,CEME,HP,-5.178,68.33282536,Glowed past end of video ,0,52,-48358,-48306,0,344,48702,0,243.1,0,0,100,2,1,2020,September,0.3281,0.5523,0.2242,St. Marys
1.2,6,ADFA,EPI,-5.003,68.06664353,0,19,19,10,29,5,93,78,1,270.4,254.2,270.8,100,0.4703,1,2020,September,0.2881,0.4842,0.1961,St. Marys
1.2,6,CEME,EPI,-5.178,68.33282536,0,12,14,28,42,5,119,86,1,270.7,317.7,253.5,100,0.5519,1,2020,September,0.3281,0.5523,0.2242,St. Marys
1.3,6,ADFA,HP,-7.639,57.87159191,0,24,104,20,124,15,152,117,1,248.8,282.3,239,100,1.6644,1,2020,September,0.3411,0.5385,0.1974,St. Marys
1.3,6,CEME,HP,-5.177,73.03250067,0,0,219,-48991,-48772,0,252,49243,0,248,0,0,100,1.7149,1,2020,September,0.3723,0.6442,0.2719,St. Marys
1.3,6,ADFA,EPI,-7.639,57.87159191,"Missing these yellow lower videos , also, no weight for this video - might be mislabeled? Strange to have two burns for Epi…",0,13,10,23,7,89,72,1,265.8,364.1,264.6,100,0.5009,1,2020,September,0.3411,0.5385,0.1974,St. Marys
1.3,6,CEME,EPI,-5.177,73.03250067,0,0,22,-48714,-48692,0,176,48890,0,266.6,0,0,100,0.5713,1,2020,September,0.3723,0.6442,0.2719,St. Marys
1.3,6,CEME,EPI,-5.177,73.03250067,0,3.5,27,17,44,2,117,98,1,270.8,285.4,264.4,100,0.5204,1,2020,September,0.3723,0.6442,0.2719,St. Marys
1.4,6,CEME,EPI,-4.841,71.73841604,0,9.25,25,28,53,4,139,107,1,274,326.7,303.2,100,0.5246,1,2020,September,0.3043,0.5226,0.2183,St. Marys
1.4,6,ADFA,EPI,-6.56,54.61741425,0,7,20,31,51,12,165,122,1,275.3,394.5,258.1,10,0.4579,1,2020,September,0.3032,0.4688,0.1656,St. Marys
1.5,6,ADFA,HP,-9.207,46.14485981,Glowed past end of video ,0,38,-68076,-68038,0,399,68475,0,271.5,0,0,0,1.0465,1,2020,September,0.2568,0.3753,0.1185,St. Marys
