date,sample,fresh.weight,dry.weight,water.potential,spp,fresh.weight.saturated.excel,RWD.excel,TLP.excel,RWC.at.tlp.excel,Po,SWC,LFM.at.tlp.excel,mean.TLP,mean.RWC,mean.Po,mean.SWC,mean.LFM.at.tlp
09.11.2020,6,0.2894,0.148,-2.614,CEME,0.3168,16.22,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2907,0.148,-2.671,CEME,0.3168,15.45,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2879,0.148,-2.709,CEME,0.3168,17.11,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2871,0.148,-2.831,CEME,0.3168,17.59,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2869,0.148,-2.915,CEME,0.3168,17.71,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2834,0.148,-2.932,CEME,0.3168,19.78,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2818,0.148,-3.004,CEME,0.3168,20.73,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2805,0.148,-3.064,CEME,0.3168,21.5,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,1,0.4499,0.2404,-0.156,ADFA,0.4518,0.9,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4487,0.2404,-0.232,ADFA,0.4518,1.46,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
